"@timestamp","_id","_index","_score","agent.ephemeral_id","agent.hostname","agent.id","agent.name","agent.type","agent.version","ecs.version","event.category","event.created","event.dataset","event.ingested","event.kind","event.module","event.original","event.outcome","event.timezone","event.type","fileset.name","host.architecture","host.containerized","host.hostname","host.ip","host.mac","host.name","host.os.codename","host.os.family","host.os.kernel","host.os.name","host.os.name.text","host.os.platform","host.os.type","host.os.version","http.request.method","http.request.referrer","http.response.body.bytes","http.response.status_code","http.version","input.type","log.file.path","log.level","log.offset",message,"nginx.access.remote_ip_list","nginx.error.connection_id","process.pid","process.thread.id","related.ip","service.type","source.address","source.ip",tags,"traefik.access.user_agent.name","traefik.access.user_agent.original","traefik.access.user_agent.os_name","url.extension","url.original","url.original.text","url.path","url.query","user_agent.device.name","user_agent.name","user_agent.original","user_agent.original.text","user_agent.os.name","user_agent.os.name.text","user_agent.version"
"Oct 24, 2022 @ 00:35:20.000",9C7sCIQBK0ZB1WGK6B4L,".ds-nginx-8.3.3-2022.10.22-000001","-","59d374f8-98a9-4ba7-b306-6faf2cd75678",webserver,"7ae742fd-2439-49d7-8ee5-da1504113905",webserver,filebeat,"8.3.3","1.12.0",web,"Oct 24, 2022 @ 00:37:30.434","nginx.error","Oct 24, 2022 @ 00:37:34.450",event,nginx,"2022/10/24 07:35:20 [notice] 12#12: using the ""epoll"" event method","-","+00:00",error,error,"x86_64",true,webserver,"10.0.10.80","02:42:0a:00:0a:50",webserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)","-","-","-","-","-",log,"/var/log/nginx/error.log",notice,0,"using the ""epoll"" event method","-","-",12,12,"-",nginx,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Oct 24, 2022 @ 00:35:20.000",9S7sCIQBK0ZB1WGK6B4L,".ds-nginx-8.3.3-2022.10.22-000001","-","59d374f8-98a9-4ba7-b306-6faf2cd75678",webserver,"7ae742fd-2439-49d7-8ee5-da1504113905",webserver,filebeat,"8.3.3","1.12.0",web,"Oct 24, 2022 @ 00:37:30.434","nginx.error","Oct 24, 2022 @ 00:37:34.464",event,nginx,"2022/10/24 07:35:20 [notice] 12#12: nginx/1.23.1","-","+00:00",error,error,"x86_64",true,webserver,"10.0.10.80","02:42:0a:00:0a:50",webserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)","-","-","-","-","-",log,"/var/log/nginx/error.log",notice,67,"nginx/1.23.1","-","-",12,12,"-",nginx,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Oct 24, 2022 @ 00:35:20.000",9i7sCIQBK0ZB1WGK6B4L,".ds-nginx-8.3.3-2022.10.22-000001","-","59d374f8-98a9-4ba7-b306-6faf2cd75678",webserver,"7ae742fd-2439-49d7-8ee5-da1504113905",webserver,filebeat,"8.3.3","1.12.0",web,"Oct 24, 2022 @ 00:37:30.434","nginx.error","Oct 24, 2022 @ 00:37:34.465",event,nginx,"2022/10/24 07:35:20 [notice] 12#12: built by gcc 10.2.1 20210110 (Debian 10.2.1-6) ","-","+00:00",error,error,"x86_64",true,webserver,"10.0.10.80","02:42:0a:00:0a:50",webserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)","-","-","-","-","-",log,"/var/log/nginx/error.log",notice,116,"built by gcc 10.2.1 20210110 (Debian 10.2.1-6) ","-","-",12,12,"-",nginx,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Oct 24, 2022 @ 00:35:20.000",9y7sCIQBK0ZB1WGK6B4L,".ds-nginx-8.3.3-2022.10.22-000001","-","59d374f8-98a9-4ba7-b306-6faf2cd75678",webserver,"7ae742fd-2439-49d7-8ee5-da1504113905",webserver,filebeat,"8.3.3","1.12.0",web,"Oct 24, 2022 @ 00:37:30.434","nginx.error","Oct 24, 2022 @ 00:37:34.465",event,nginx,"2022/10/24 07:35:20 [notice] 12#12: OS: Linux 5.15.0-52-generic","-","+00:00",error,error,"x86_64",true,webserver,"10.0.10.80","02:42:0a:00:0a:50",webserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)","-","-","-","-","-",log,"/var/log/nginx/error.log",notice,200,"OS: Linux 5.15.0-52-generic","-","-",12,12,"-",nginx,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Oct 24, 2022 @ 00:35:20.000","-C7sCIQBK0ZB1WGK6B4N",".ds-nginx-8.3.3-2022.10.22-000001","-","59d374f8-98a9-4ba7-b306-6faf2cd75678",webserver,"7ae742fd-2439-49d7-8ee5-da1504113905",webserver,filebeat,"8.3.3","1.12.0",web,"Oct 24, 2022 @ 00:37:33.376","nginx.error","Oct 24, 2022 @ 00:37:34.467",event,nginx,"2022/10/24 07:35:20 [notice] 12#12: getrlimit(RLIMIT_NOFILE): 1048576:1048576","-","+00:00",error,error,"x86_64",true,webserver,"10.0.10.80","02:42:0a:00:0a:50",webserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)","-","-","-","-","-",log,"/var/log/nginx/error.log",notice,264,"getrlimit(RLIMIT_NOFILE): 1048576:1048576","-","-",12,12,"-",nginx,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Oct 24, 2022 @ 00:35:20.000","-S7sCIQBK0ZB1WGK6B4N",".ds-nginx-8.3.3-2022.10.22-000001","-","59d374f8-98a9-4ba7-b306-6faf2cd75678",webserver,"7ae742fd-2439-49d7-8ee5-da1504113905",webserver,filebeat,"8.3.3","1.12.0",web,"Oct 24, 2022 @ 00:37:33.376","nginx.error","Oct 24, 2022 @ 00:37:34.467",event,nginx,"2022/10/24 07:35:20 [notice] 13#13: start worker processes","-","+00:00",error,error,"x86_64",true,webserver,"10.0.10.80","02:42:0a:00:0a:50",webserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)","-","-","-","-","-",log,"/var/log/nginx/error.log",notice,342,"start worker processes","-","-",13,13,"-",nginx,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Oct 24, 2022 @ 00:35:20.000","-i7sCIQBK0ZB1WGK6B4N",".ds-nginx-8.3.3-2022.10.22-000001","-","59d374f8-98a9-4ba7-b306-6faf2cd75678",webserver,"7ae742fd-2439-49d7-8ee5-da1504113905",webserver,filebeat,"8.3.3","1.12.0",web,"Oct 24, 2022 @ 00:37:33.376","nginx.error","Oct 24, 2022 @ 00:37:34.469",event,nginx,"2022/10/24 07:35:20 [notice] 13#13: start worker process 15","-","+00:00",error,error,"x86_64",true,webserver,"10.0.10.80","02:42:0a:00:0a:50",webserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)","-","-","-","-","-",log,"/var/log/nginx/error.log",notice,401,"start worker process 15","-","-",13,13,"-",nginx,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Oct 24, 2022 @ 00:35:20.000","_y7sCIQBK0ZB1WGK-x4z",".ds-nginx-8.3.3-2022.10.22-000001","-","59d374f8-98a9-4ba7-b306-6faf2cd75678",webserver,"7ae742fd-2439-49d7-8ee5-da1504113905",webserver,filebeat,"8.3.3","1.12.0",web,"Oct 24, 2022 @ 00:37:33.376","nginx.error","Oct 24, 2022 @ 00:37:39.378",event,nginx,"2022/10/24 07:35:20 [notice] 13#13: start worker process 16","-","+00:00",error,error,"x86_64",true,webserver,"10.0.10.80","02:42:0a:00:0a:50",webserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)","-","-","-","-","-",log,"/var/log/nginx/error.log",notice,461,"start worker process 16","-","-",13,13,"-",nginx,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Oct 23, 2022 @ 08:47:56.000",L0SJBYQBLP1KQkzRhbUn,".ds-nginx-8.3.3-2022.10.22-000001","-","ded44177-6482-49c3-8e12-f4b6c27dd7a1",webserver,"1aa0d211-c723-459f-9cdb-93022517a913",webserver,filebeat,"8.3.3","1.12.0",web,"Oct 23, 2022 @ 08:50:05.431","nginx.error","Oct 23, 2022 @ 08:50:09.428",event,nginx,"2022/10/23 15:47:56 [notice] 13#13: using the ""epoll"" event method","-","+00:00",error,error,"x86_64",true,webserver,"10.0.10.80","02:42:0a:00:0a:50",webserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)","-","-","-","-","-",log,"/var/log/nginx/error.log",notice,0,"using the ""epoll"" event method","-","-",13,13,"-",nginx,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Oct 23, 2022 @ 08:47:56.000",MESJBYQBLP1KQkzRhbUn,".ds-nginx-8.3.3-2022.10.22-000001","-","ded44177-6482-49c3-8e12-f4b6c27dd7a1",webserver,"1aa0d211-c723-459f-9cdb-93022517a913",webserver,filebeat,"8.3.3","1.12.0",web,"Oct 23, 2022 @ 08:50:05.431","nginx.error","Oct 23, 2022 @ 08:50:09.444",event,nginx,"2022/10/23 15:47:56 [notice] 13#13: nginx/1.23.1","-","+00:00",error,error,"x86_64",true,webserver,"10.0.10.80","02:42:0a:00:0a:50",webserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)","-","-","-","-","-",log,"/var/log/nginx/error.log",notice,67,"nginx/1.23.1","-","-",13,13,"-",nginx,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Oct 23, 2022 @ 08:47:56.000",MUSJBYQBLP1KQkzRhbUn,".ds-nginx-8.3.3-2022.10.22-000001","-","ded44177-6482-49c3-8e12-f4b6c27dd7a1",webserver,"1aa0d211-c723-459f-9cdb-93022517a913",webserver,filebeat,"8.3.3","1.12.0",web,"Oct 23, 2022 @ 08:50:05.431","nginx.error","Oct 23, 2022 @ 08:50:09.444",event,nginx,"2022/10/23 15:47:56 [notice] 13#13: built by gcc 10.2.1 20210110 (Debian 10.2.1-6) ","-","+00:00",error,error,"x86_64",true,webserver,"10.0.10.80","02:42:0a:00:0a:50",webserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)","-","-","-","-","-",log,"/var/log/nginx/error.log",notice,116,"built by gcc 10.2.1 20210110 (Debian 10.2.1-6) ","-","-",13,13,"-",nginx,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Oct 23, 2022 @ 08:47:56.000",MkSJBYQBLP1KQkzRhbUn,".ds-nginx-8.3.3-2022.10.22-000001","-","ded44177-6482-49c3-8e12-f4b6c27dd7a1",webserver,"1aa0d211-c723-459f-9cdb-93022517a913",webserver,filebeat,"8.3.3","1.12.0",web,"Oct 23, 2022 @ 08:50:05.431","nginx.error","Oct 23, 2022 @ 08:50:09.446",event,nginx,"2022/10/23 15:47:56 [notice] 13#13: OS: Linux 5.15.0-52-generic","-","+00:00",error,error,"x86_64",true,webserver,"10.0.10.80","02:42:0a:00:0a:50",webserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)","-","-","-","-","-",log,"/var/log/nginx/error.log",notice,200,"OS: Linux 5.15.0-52-generic","-","-",13,13,"-",nginx,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Oct 23, 2022 @ 08:47:56.000",M0SJBYQBLP1KQkzRhbUn,".ds-nginx-8.3.3-2022.10.22-000001","-","ded44177-6482-49c3-8e12-f4b6c27dd7a1",webserver,"1aa0d211-c723-459f-9cdb-93022517a913",webserver,filebeat,"8.3.3","1.12.0",web,"Oct 23, 2022 @ 08:50:08.384","nginx.error","Oct 23, 2022 @ 08:50:09.446",event,nginx,"2022/10/23 15:47:56 [notice] 13#13: getrlimit(RLIMIT_NOFILE): 1048576:1048576","-","+00:00",error,error,"x86_64",true,webserver,"10.0.10.80","02:42:0a:00:0a:50",webserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)","-","-","-","-","-",log,"/var/log/nginx/error.log",notice,264,"getrlimit(RLIMIT_NOFILE): 1048576:1048576","-","-",13,13,"-",nginx,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Oct 23, 2022 @ 08:47:56.000",NESJBYQBLP1KQkzRhbUn,".ds-nginx-8.3.3-2022.10.22-000001","-","ded44177-6482-49c3-8e12-f4b6c27dd7a1",webserver,"1aa0d211-c723-459f-9cdb-93022517a913",webserver,filebeat,"8.3.3","1.12.0",web,"Oct 23, 2022 @ 08:50:08.384","nginx.error","Oct 23, 2022 @ 08:50:09.447",event,nginx,"2022/10/23 15:47:56 [notice] 14#14: start worker processes","-","+00:00",error,error,"x86_64",true,webserver,"10.0.10.80","02:42:0a:00:0a:50",webserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)","-","-","-","-","-",log,"/var/log/nginx/error.log",notice,342,"start worker processes","-","-",14,14,"-",nginx,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Oct 23, 2022 @ 08:47:56.000",NUSJBYQBLP1KQkzRhbUn,".ds-nginx-8.3.3-2022.10.22-000001","-","ded44177-6482-49c3-8e12-f4b6c27dd7a1",webserver,"1aa0d211-c723-459f-9cdb-93022517a913",webserver,filebeat,"8.3.3","1.12.0",web,"Oct 23, 2022 @ 08:50:08.384","nginx.error","Oct 23, 2022 @ 08:50:09.447",event,nginx,"2022/10/23 15:47:56 [notice] 14#14: start worker process 15","-","+00:00",error,error,"x86_64",true,webserver,"10.0.10.80","02:42:0a:00:0a:50",webserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)","-","-","-","-","-",log,"/var/log/nginx/error.log",notice,401,"start worker process 15","-","-",14,14,"-",nginx,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Oct 23, 2022 @ 08:47:56.000",OkSJBYQBLP1KQkzRmLVy,".ds-nginx-8.3.3-2022.10.22-000001","-","ded44177-6482-49c3-8e12-f4b6c27dd7a1",webserver,"1aa0d211-c723-459f-9cdb-93022517a913",webserver,filebeat,"8.3.3","1.12.0",web,"Oct 23, 2022 @ 08:50:08.384","nginx.error","Oct 23, 2022 @ 08:50:14.386",event,nginx,"2022/10/23 15:47:56 [notice] 14#14: start worker process 16","-","+00:00",error,error,"x86_64",true,webserver,"10.0.10.80","02:42:0a:00:0a:50",webserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)","-","-","-","-","-",log,"/var/log/nginx/error.log",notice,461,"start worker process 16","-","-",14,14,"-",nginx,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Oct 23, 2022 @ 05:23:33.000",8PvMBIQBoWIFLMgabqyt,".ds-nginx-8.3.3-2022.10.22-000001","-","d64200aa-f702-4261-beb3-752b71acef00",webserver,"1aa0d211-c723-459f-9cdb-93022517a913",webserver,filebeat,"8.3.3","1.12.0",web,"Oct 23, 2022 @ 05:23:36.386","nginx.access","Oct 23, 2022 @ 05:23:37.388",event,nginx,"10.0.0.1 - - [23/Oct/2022:12:23:33 +0000] ""GET / HTTP/1.1"" 200 18132 ""-"" ""Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion"" ""-""",success,"+00:00",access,access,"x86_64",true,webserver,"10.0.10.80","02:42:0a:00:0a:50",webserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",GET,"-","18,132",200,"1.1",log,"/var/log/nginx/access.log","-","62,350","-","10.0.0.1","-","-","-","10.0.0.1",nginx,"10.0.0.1","10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb",Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","/","/","/","-",Other,Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","-"
"Oct 23, 2022 @ 05:23:23.000",4fvMBIQBoWIFLMgaU6xT,".ds-nginx-8.3.3-2022.10.22-000001","-","d64200aa-f702-4261-beb3-752b71acef00",webserver,"1aa0d211-c723-459f-9cdb-93022517a913",webserver,filebeat,"8.3.3","1.12.0",web,"Oct 23, 2022 @ 05:23:29.384","nginx.access","Oct 23, 2022 @ 05:23:30.386",event,nginx,"10.0.0.1 - - [23/Oct/2022:12:23:23 +0000] ""GET / HTTP/1.1"" 200 18132 ""-"" ""Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion"" ""-""",success,"+00:00",access,access,"x86_64",true,webserver,"10.0.10.80","02:42:0a:00:0a:50",webserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",GET,"-","18,132",200,"1.1",log,"/var/log/nginx/access.log","-","62,191","-","10.0.0.1","-","-","-","10.0.0.1",nginx,"10.0.0.1","10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb",Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","/","/","/","-",Other,Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","-"
"Oct 23, 2022 @ 05:23:12.000",0vvMBIQBoWIFLMgaGKy5,".ds-nginx-8.3.3-2022.10.22-000001","-","d64200aa-f702-4261-beb3-752b71acef00",webserver,"1aa0d211-c723-459f-9cdb-93022517a913",webserver,filebeat,"8.3.3","1.12.0",web,"Oct 23, 2022 @ 05:23:14.383","nginx.access","Oct 23, 2022 @ 05:23:15.385",event,nginx,"10.0.0.1 - - [23/Oct/2022:12:23:12 +0000] ""GET / HTTP/1.1"" 200 18132 ""-"" ""Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion"" ""-""",success,"+00:00",access,access,"x86_64",true,webserver,"10.0.10.80","02:42:0a:00:0a:50",webserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",GET,"-","18,132",200,"1.1",log,"/var/log/nginx/access.log","-","62,032","-","10.0.0.1","-","-","-","10.0.0.1",nginx,"10.0.0.1","10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb",Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","/","/","/","-",Other,Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","-"
"Oct 23, 2022 @ 05:23:02.000","w_vLBIQBoWIFLMga_axd",".ds-nginx-8.3.3-2022.10.22-000001","-","d64200aa-f702-4261-beb3-752b71acef00",webserver,"1aa0d211-c723-459f-9cdb-93022517a913",webserver,filebeat,"8.3.3","1.12.0",web,"Oct 23, 2022 @ 05:23:07.378","nginx.access","Oct 23, 2022 @ 05:23:08.380",event,nginx,"10.0.0.1 - - [23/Oct/2022:12:23:02 +0000] ""GET / HTTP/1.1"" 200 18132 ""-"" ""Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion"" ""-""",success,"+00:00",access,access,"x86_64",true,webserver,"10.0.10.80","02:42:0a:00:0a:50",webserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",GET,"-","18,132",200,"1.1",log,"/var/log/nginx/access.log","-","61,873","-","10.0.0.1","-","-","-","10.0.0.1",nginx,"10.0.0.1","10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb",Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","/","/","/","-",Other,Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","-"
"Oct 23, 2022 @ 05:22:51.000",tPvLBIQBoWIFLMgawqzB,".ds-nginx-8.3.3-2022.10.22-000001","-","d64200aa-f702-4261-beb3-752b71acef00",webserver,"1aa0d211-c723-459f-9cdb-93022517a913",webserver,filebeat,"8.3.3","1.12.0",web,"Oct 23, 2022 @ 05:22:52.375","nginx.access","Oct 23, 2022 @ 05:22:53.376",event,nginx,"10.0.0.1 - - [23/Oct/2022:12:22:51 +0000] ""GET / HTTP/1.1"" 200 18132 ""-"" ""Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion"" ""-""",success,"+00:00",access,access,"x86_64",true,webserver,"10.0.10.80","02:42:0a:00:0a:50",webserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",GET,"-","18,132",200,"1.1",log,"/var/log/nginx/access.log","-","61,714","-","10.0.0.1","-","-","-","10.0.0.1",nginx,"10.0.0.1","10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb",Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","/","/","/","-",Other,Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","-"
"Oct 23, 2022 @ 05:22:41.000",pfvLBIQBoWIFLMgap6xn,".ds-nginx-8.3.3-2022.10.22-000001","-","d64200aa-f702-4261-beb3-752b71acef00",webserver,"1aa0d211-c723-459f-9cdb-93022517a913",webserver,filebeat,"8.3.3","1.12.0",web,"Oct 23, 2022 @ 05:22:45.372","nginx.access","Oct 23, 2022 @ 05:22:46.374",event,nginx,"10.0.0.1 - - [23/Oct/2022:12:22:41 +0000] ""GET / HTTP/1.1"" 200 18132 ""-"" ""Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion"" ""-""",success,"+00:00",access,access,"x86_64",true,webserver,"10.0.10.80","02:42:0a:00:0a:50",webserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",GET,"-","18,132",200,"1.1",log,"/var/log/nginx/access.log","-","61,555","-","10.0.0.1","-","-","-","10.0.0.1",nginx,"10.0.0.1","10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb",Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","/","/","/","-",Other,Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","-"
"Oct 23, 2022 @ 05:22:31.000",lfvLBIQBoWIFLMgajKwL,".ds-nginx-8.3.3-2022.10.22-000001","-","d64200aa-f702-4261-beb3-752b71acef00",webserver,"1aa0d211-c723-459f-9cdb-93022517a913",webserver,filebeat,"8.3.3","1.12.0",web,"Oct 23, 2022 @ 05:22:38.369","nginx.access","Oct 23, 2022 @ 05:22:39.370",event,nginx,"10.0.0.1 - - [23/Oct/2022:12:22:31 +0000] ""GET / HTTP/1.1"" 200 18132 ""-"" ""Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion"" ""-""",success,"+00:00",access,access,"x86_64",true,webserver,"10.0.10.80","02:42:0a:00:0a:50",webserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",GET,"-","18,132",200,"1.1",log,"/var/log/nginx/access.log","-","61,396","-","10.0.0.1","-","-","-","10.0.0.1",nginx,"10.0.0.1","10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb",Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","/","/","/","-",Other,Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","-"
"Oct 23, 2022 @ 05:22:21.000",hvvLBIQBoWIFLMgaUaxx,".ds-nginx-8.3.3-2022.10.22-000001","-","d64200aa-f702-4261-beb3-752b71acef00",webserver,"1aa0d211-c723-459f-9cdb-93022517a913",webserver,filebeat,"8.3.3","1.12.0",web,"Oct 23, 2022 @ 05:22:23.366","nginx.access","Oct 23, 2022 @ 05:22:24.368",event,nginx,"10.0.0.1 - - [23/Oct/2022:12:22:21 +0000] ""GET / HTTP/1.1"" 200 18132 ""-"" ""Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion"" ""-""",success,"+00:00",access,access,"x86_64",true,webserver,"10.0.10.80","02:42:0a:00:0a:50",webserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",GET,"-","18,132",200,"1.1",log,"/var/log/nginx/access.log","-","61,237","-","10.0.0.1","-","-","-","10.0.0.1",nginx,"10.0.0.1","10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb",Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","/","/","/","-",Other,Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","-"
