"@timestamp","_id","_index","_score","agent.ephemeral_id","agent.hostname","agent.id","agent.name","agent.type","agent.version","ecs.version","event.category","event.created","event.dataset","event.ingested","event.kind","event.module","event.original","event.outcome","event.timezone","event.type","fileset.name","host.architecture","host.containerized","host.hostname","host.ip","host.mac","host.name","host.os.codename","host.os.family","host.os.kernel","host.os.name","host.os.name.text","host.os.platform","host.os.type","host.os.version","http.request.method","http.request.referrer","http.response.body.bytes","http.response.status_code","http.version","input.type","log.file.path","log.level","log.offset",message,"nginx.access.remote_ip_list","nginx.error.connection_id","process.pid","process.thread.id","related.ip","service.type","source.address","source.ip",tags,"traefik.access.user_agent.name","traefik.access.user_agent.original","traefik.access.user_agent.os_name","url.extension","url.original","url.original.text","url.path","url.query","user_agent.device.name","user_agent.name","user_agent.original","user_agent.original.text","user_agent.os.name","user_agent.os.name.text","user_agent.version"
"Oct 23, 2022 @ 05:16:45.000",hPvGBIQBoWIFLMgaNKp4,".ds-nginx-8.3.3-2022.10.22-000001","-","d64200aa-f702-4261-beb3-752b71acef00",webserver,"1aa0d211-c723-459f-9cdb-93022517a913",webserver,filebeat,"8.3.3","1.12.0",web,"Oct 23, 2022 @ 05:16:48.269","nginx.access","Oct 23, 2022 @ 05:16:49.271",event,nginx,"10.0.0.1 - - [23/Oct/2022:12:16:45 +0000] ""GET / HTTP/1.1"" 200 18132 ""-"" ""Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion"" ""-""",success,"+00:00",access,access,"x86_64",true,webserver,"10.0.10.80","02:42:0a:00:0a:50",webserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",GET,"-","18,132",200,"1.1",log,"/var/log/nginx/access.log","-","55,990","-","10.0.0.1","-","-","-","10.0.0.1",nginx,"10.0.0.1","10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb",Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","/","/","/","-",Other,Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","-"
"Oct 23, 2022 @ 05:16:35.000",dPvGBIQBoWIFLMgaGaoc,".ds-nginx-8.3.3-2022.10.22-000001","-","d64200aa-f702-4261-beb3-752b71acef00",webserver,"1aa0d211-c723-459f-9cdb-93022517a913",webserver,filebeat,"8.3.3","1.12.0",web,"Oct 23, 2022 @ 05:16:41.265","nginx.access","Oct 23, 2022 @ 05:16:42.267",event,nginx,"10.0.0.1 - - [23/Oct/2022:12:16:35 +0000] ""GET / HTTP/1.1"" 200 18132 ""-"" ""Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion"" ""-""",success,"+00:00",access,access,"x86_64",true,webserver,"10.0.10.80","02:42:0a:00:0a:50",webserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",GET,"-","18,132",200,"1.1",log,"/var/log/nginx/access.log","-","55,831","-","10.0.0.1","-","-","-","10.0.0.1",nginx,"10.0.0.1","10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb",Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","/","/","/","-",Other,Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","-"
"Oct 23, 2022 @ 05:16:25.000","ZfvFBIQBoWIFLMga3qp_",".ds-nginx-8.3.3-2022.10.22-000001","-","d64200aa-f702-4261-beb3-752b71acef00",webserver,"1aa0d211-c723-459f-9cdb-93022517a913",webserver,filebeat,"8.3.3","1.12.0",web,"Oct 23, 2022 @ 05:16:26.262","nginx.access","Oct 23, 2022 @ 05:16:27.263",event,nginx,"10.0.0.1 - - [23/Oct/2022:12:16:25 +0000] ""GET / HTTP/1.1"" 200 18132 ""-"" ""Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion"" ""-""",success,"+00:00",access,access,"x86_64",true,webserver,"10.0.10.80","02:42:0a:00:0a:50",webserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",GET,"-","18,132",200,"1.1",log,"/var/log/nginx/access.log","-","55,672","-","10.0.0.1","-","-","-","10.0.0.1",nginx,"10.0.0.1","10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb",Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","/","/","/","-",Other,Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","-"
"Oct 23, 2022 @ 05:16:15.000",VvvFBIQBoWIFLMgaw6om,".ds-nginx-8.3.3-2022.10.22-000001","-","d64200aa-f702-4261-beb3-752b71acef00",webserver,"1aa0d211-c723-459f-9cdb-93022517a913",webserver,filebeat,"8.3.3","1.12.0",web,"Oct 23, 2022 @ 05:16:19.259","nginx.access","Oct 23, 2022 @ 05:16:20.261",event,nginx,"10.0.0.1 - - [23/Oct/2022:12:16:15 +0000] ""GET / HTTP/1.1"" 200 18132 ""-"" ""Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion"" ""-""",success,"+00:00",access,access,"x86_64",true,webserver,"10.0.10.80","02:42:0a:00:0a:50",webserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",GET,"-","18,132",200,"1.1",log,"/var/log/nginx/access.log","-","55,513","-","10.0.0.1","-","-","-","10.0.0.1",nginx,"10.0.0.1","10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb",Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","/","/","/","-",Other,Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","-"
"Oct 23, 2022 @ 05:16:05.000",VfvFBIQBoWIFLMgap6rL,".ds-nginx-8.3.3-2022.10.22-000001","-","d64200aa-f702-4261-beb3-752b71acef00",webserver,"1aa0d211-c723-459f-9cdb-93022517a913",webserver,filebeat,"8.3.3","1.12.0",web,"Oct 23, 2022 @ 05:16:12.257","nginx.access","Oct 23, 2022 @ 05:16:13.259",event,nginx,"10.0.0.1 - - [23/Oct/2022:12:16:05 +0000] ""GET / HTTP/1.1"" 200 18132 ""-"" ""Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion"" ""-""",success,"+00:00",access,access,"x86_64",true,webserver,"10.0.10.80","02:42:0a:00:0a:50",webserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",GET,"-","18,132",200,"1.1",log,"/var/log/nginx/access.log","-","55,354","-","10.0.0.1","-","-","-","10.0.0.1",nginx,"10.0.0.1","10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb",Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","/","/","/","-",Other,Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","-"
"Oct 23, 2022 @ 05:15:55.000",OPvFBIQBoWIFLMgabaov,".ds-nginx-8.3.3-2022.10.22-000001","-","d64200aa-f702-4261-beb3-752b71acef00",webserver,"1aa0d211-c723-459f-9cdb-93022517a913",webserver,filebeat,"8.3.3","1.12.0",web,"Oct 23, 2022 @ 05:15:57.253","nginx.access","Oct 23, 2022 @ 05:15:58.255",event,nginx,"10.0.0.1 - - [23/Oct/2022:12:15:55 +0000] ""GET / HTTP/1.1"" 200 18132 ""-"" ""Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion"" ""-""",success,"+00:00",access,access,"x86_64",true,webserver,"10.0.10.80","02:42:0a:00:0a:50",webserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",GET,"-","18,132",200,"1.1",log,"/var/log/nginx/access.log","-","55,195","-","10.0.0.1","-","-","-","10.0.0.1",nginx,"10.0.0.1","10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb",Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","/","/","/","-",Other,Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","-"
"Oct 23, 2022 @ 05:15:44.000",KfvFBIQBoWIFLMgaUarT,".ds-nginx-8.3.3-2022.10.22-000001","-","d64200aa-f702-4261-beb3-752b71acef00",webserver,"1aa0d211-c723-459f-9cdb-93022517a913",webserver,filebeat,"8.3.3","1.12.0",web,"Oct 23, 2022 @ 05:15:50.249","nginx.access","Oct 23, 2022 @ 05:15:51.250",event,nginx,"10.0.0.1 - - [23/Oct/2022:12:15:44 +0000] ""GET / HTTP/1.1"" 200 18132 ""-"" ""Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion"" ""-""",success,"+00:00",access,access,"x86_64",true,webserver,"10.0.10.80","02:42:0a:00:0a:50",webserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",GET,"-","18,132",200,"1.1",log,"/var/log/nginx/access.log","-","55,036","-","10.0.0.1","-","-","-","10.0.0.1",nginx,"10.0.0.1","10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb",Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","/","/","/","-",Other,Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","-"
"Oct 23, 2022 @ 05:15:34.000",GfvFBIQBoWIFLMgaF6o4,".ds-nginx-8.3.3-2022.10.22-000001","-","d64200aa-f702-4261-beb3-752b71acef00",webserver,"1aa0d211-c723-459f-9cdb-93022517a913",webserver,filebeat,"8.3.3","1.12.0",web,"Oct 23, 2022 @ 05:15:35.246","nginx.access","Oct 23, 2022 @ 05:15:36.247",event,nginx,"10.0.0.1 - - [23/Oct/2022:12:15:34 +0000] ""GET / HTTP/1.1"" 200 18132 ""-"" ""Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion"" ""-""",success,"+00:00",access,access,"x86_64",true,webserver,"10.0.10.80","02:42:0a:00:0a:50",webserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",GET,"-","18,132",200,"1.1",log,"/var/log/nginx/access.log","-","54,877","-","10.0.0.1","-","-","-","10.0.0.1",nginx,"10.0.0.1","10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb",Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","/","/","/","-",Other,Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","-"
"Oct 23, 2022 @ 05:15:24.000","CvvEBIQBoWIFLMga-6rc",".ds-nginx-8.3.3-2022.10.22-000001","-","d64200aa-f702-4261-beb3-752b71acef00",webserver,"1aa0d211-c723-459f-9cdb-93022517a913",webserver,filebeat,"8.3.3","1.12.0",web,"Oct 23, 2022 @ 05:15:28.242","nginx.access","Oct 23, 2022 @ 05:15:29.243",event,nginx,"10.0.0.1 - - [23/Oct/2022:12:15:24 +0000] ""GET / HTTP/1.1"" 200 18132 ""-"" ""Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion"" ""-""",success,"+00:00",access,access,"x86_64",true,webserver,"10.0.10.80","02:42:0a:00:0a:50",webserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",GET,"-","18,132",200,"1.1",log,"/var/log/nginx/access.log","-","54,718","-","10.0.0.1","-","-","-","10.0.0.1",nginx,"10.0.0.1","10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb",Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","/","/","/","-",Other,Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","-"
"Oct 23, 2022 @ 05:15:14.000","-_vEBIQBoWIFLMga4KmC",".ds-nginx-8.3.3-2022.10.22-000001","-","d64200aa-f702-4261-beb3-752b71acef00",webserver,"1aa0d211-c723-459f-9cdb-93022517a913",webserver,filebeat,"8.3.3","1.12.0",web,"Oct 23, 2022 @ 05:15:21.240","nginx.access","Oct 23, 2022 @ 05:15:22.241",event,nginx,"10.0.0.1 - - [23/Oct/2022:12:15:14 +0000] ""GET / HTTP/1.1"" 200 18132 ""-"" ""Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion"" ""-""",success,"+00:00",access,access,"x86_64",true,webserver,"10.0.10.80","02:42:0a:00:0a:50",webserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",GET,"-","18,132",200,"1.1",log,"/var/log/nginx/access.log","-","54,559","-","10.0.0.1","-","-","-","10.0.0.1",nginx,"10.0.0.1","10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb",Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","/","/","/","-",Other,Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","-"
"Oct 23, 2022 @ 05:15:04.000",7PvEBIQBoWIFLMgapanl,".ds-nginx-8.3.3-2022.10.22-000001","-","d64200aa-f702-4261-beb3-752b71acef00",webserver,"1aa0d211-c723-459f-9cdb-93022517a913",webserver,filebeat,"8.3.3","1.12.0",web,"Oct 23, 2022 @ 05:15:06.234","nginx.access","Oct 23, 2022 @ 05:15:07.236",event,nginx,"10.0.0.1 - - [23/Oct/2022:12:15:04 +0000] ""GET / HTTP/1.1"" 200 18132 ""-"" ""Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion"" ""-""",success,"+00:00",access,access,"x86_64",true,webserver,"10.0.10.80","02:42:0a:00:0a:50",webserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",GET,"-","18,132",200,"1.1",log,"/var/log/nginx/access.log","-","54,400","-","10.0.0.1","-","-","-","10.0.0.1",nginx,"10.0.0.1","10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb",Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","/","/","/","-",Other,Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","-"
"Oct 23, 2022 @ 05:14:54.000",3fvEBIQBoWIFLMgaiqmK,".ds-nginx-8.3.3-2022.10.22-000001","-","d64200aa-f702-4261-beb3-752b71acef00",webserver,"1aa0d211-c723-459f-9cdb-93022517a913",webserver,filebeat,"8.3.3","1.12.0",web,"Oct 23, 2022 @ 05:14:59.232","nginx.access","Oct 23, 2022 @ 05:15:00.234",event,nginx,"10.0.0.1 - - [23/Oct/2022:12:14:54 +0000] ""GET / HTTP/1.1"" 200 18132 ""-"" ""Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion"" ""-""",success,"+00:00",access,access,"x86_64",true,webserver,"10.0.10.80","02:42:0a:00:0a:50",webserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",GET,"-","18,132",200,"1.1",log,"/var/log/nginx/access.log","-","54,241","-","10.0.0.1","-","-","-","10.0.0.1",nginx,"10.0.0.1","10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb",Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","/","/","/","-",Other,Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","-"
"Oct 23, 2022 @ 05:14:43.000",zvvEBIQBoWIFLMgaT6nu,".ds-nginx-8.3.3-2022.10.22-000001","-","d64200aa-f702-4261-beb3-752b71acef00",webserver,"1aa0d211-c723-459f-9cdb-93022517a913",webserver,filebeat,"8.3.3","1.12.0",web,"Oct 23, 2022 @ 05:14:44.227","nginx.access","Oct 23, 2022 @ 05:14:45.229",event,nginx,"10.0.0.1 - - [23/Oct/2022:12:14:43 +0000] ""GET / HTTP/1.1"" 200 18132 ""-"" ""Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion"" ""-""",success,"+00:00",access,access,"x86_64",true,webserver,"10.0.10.80","02:42:0a:00:0a:50",webserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",GET,"-","18,132",200,"1.1",log,"/var/log/nginx/access.log","-","54,082","-","10.0.0.1","-","-","-","10.0.0.1",nginx,"10.0.0.1","10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb",Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","/","/","/","-",Other,Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","-"
"Oct 23, 2022 @ 05:14:33.000",vvvEBIQBoWIFLMgaNKmR,".ds-nginx-8.3.3-2022.10.22-000001","-","d64200aa-f702-4261-beb3-752b71acef00",webserver,"1aa0d211-c723-459f-9cdb-93022517a913",webserver,filebeat,"8.3.3","1.12.0",web,"Oct 23, 2022 @ 05:14:37.223","nginx.access","Oct 23, 2022 @ 05:14:38.225",event,nginx,"10.0.0.1 - - [23/Oct/2022:12:14:33 +0000] ""GET / HTTP/1.1"" 200 18132 ""-"" ""Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion"" ""-""",success,"+00:00",access,access,"x86_64",true,webserver,"10.0.10.80","02:42:0a:00:0a:50",webserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",GET,"-","18,132",200,"1.1",log,"/var/log/nginx/access.log","-","53,923","-","10.0.0.1","-","-","-","10.0.0.1",nginx,"10.0.0.1","10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb",Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","/","/","/","-",Other,Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","-"
"Oct 23, 2022 @ 05:14:23.000","r_vEBIQBoWIFLMgaGak2",".ds-nginx-8.3.3-2022.10.22-000001","-","d64200aa-f702-4261-beb3-752b71acef00",webserver,"1aa0d211-c723-459f-9cdb-93022517a913",webserver,filebeat,"8.3.3","1.12.0",web,"Oct 23, 2022 @ 05:14:30.221","nginx.access","Oct 23, 2022 @ 05:14:31.222",event,nginx,"10.0.0.1 - - [23/Oct/2022:12:14:23 +0000] ""GET / HTTP/1.1"" 200 18132 ""-"" ""Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion"" ""-""",success,"+00:00",access,access,"x86_64",true,webserver,"10.0.10.80","02:42:0a:00:0a:50",webserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",GET,"-","18,132",200,"1.1",log,"/var/log/nginx/access.log","-","53,764","-","10.0.0.1","-","-","-","10.0.0.1",nginx,"10.0.0.1","10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb",Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","/","/","/","-",Other,Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","-"
"Oct 23, 2022 @ 05:14:13.000",oPvDBIQBoWIFLMga3qmb,".ds-nginx-8.3.3-2022.10.22-000001","-","d64200aa-f702-4261-beb3-752b71acef00",webserver,"1aa0d211-c723-459f-9cdb-93022517a913",webserver,filebeat,"8.3.3","1.12.0",web,"Oct 23, 2022 @ 05:14:15.216","nginx.access","Oct 23, 2022 @ 05:14:16.218",event,nginx,"10.0.0.1 - - [23/Oct/2022:12:14:13 +0000] ""GET / HTTP/1.1"" 200 18132 ""-"" ""Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion"" ""-""",success,"+00:00",access,access,"x86_64",true,webserver,"10.0.10.80","02:42:0a:00:0a:50",webserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",GET,"-","18,132",200,"1.1",log,"/var/log/nginx/access.log","-","53,605","-","10.0.0.1","-","-","-","10.0.0.1",nginx,"10.0.0.1","10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb",Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","/","/","/","-",Other,Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","-"
"Oct 23, 2022 @ 05:14:03.000","kfvDBIQBoWIFLMgaw6k_",".ds-nginx-8.3.3-2022.10.22-000001","-","d64200aa-f702-4261-beb3-752b71acef00",webserver,"1aa0d211-c723-459f-9cdb-93022517a913",webserver,filebeat,"8.3.3","1.12.0",web,"Oct 23, 2022 @ 05:14:08.212","nginx.access","Oct 23, 2022 @ 05:14:09.214",event,nginx,"10.0.0.1 - - [23/Oct/2022:12:14:03 +0000] ""GET / HTTP/1.1"" 200 18132 ""-"" ""Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion"" ""-""",success,"+00:00",access,access,"x86_64",true,webserver,"10.0.10.80","02:42:0a:00:0a:50",webserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",GET,"-","18,132",200,"1.1",log,"/var/log/nginx/access.log","-","53,446","-","10.0.0.1","-","-","-","10.0.0.1",nginx,"10.0.0.1","10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb",Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","/","/","/","-",Other,Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","-"
"Oct 23, 2022 @ 05:13:53.000",gvvDBIQBoWIFLMgaiKmi,".ds-nginx-8.3.3-2022.10.22-000001","-","d64200aa-f702-4261-beb3-752b71acef00",webserver,"1aa0d211-c723-459f-9cdb-93022517a913",webserver,filebeat,"8.3.3","1.12.0",web,"Oct 23, 2022 @ 05:13:53.208","nginx.access","Oct 23, 2022 @ 05:13:54.209",event,nginx,"10.0.0.1 - - [23/Oct/2022:12:13:53 +0000] ""GET / HTTP/1.1"" 200 18132 ""-"" ""Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion"" ""-""",success,"+00:00",access,access,"x86_64",true,webserver,"10.0.10.80","02:42:0a:00:0a:50",webserver,bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",GET,"-","18,132",200,"1.1",log,"/var/log/nginx/access.log","-","53,287","-","10.0.0.1","-","-","-","10.0.0.1",nginx,"10.0.0.1","10.0.0.1","_geoip_database_unavailable_GeoLite2-City.mmdb, _geoip_database_unavailable_GeoLite2-ASN.mmdb",Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","/","/","/","-",Other,Other,"Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","Mozilla/5.0 (platform; rv:geckoversion) Gecko/geckotrail Firefox/firefoxversion","-","-","-"
