@timestamp,agent.type,destination.bytes,destination.ip,destination.port,event.type,host.ip,host.os.version,network.packets,network.transport,network.type,source.ip,source.port
"Oct 24, 2022 @ 22:37:40.335",packetbeat,148.6KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"1,319",tcp,ipv4,172.16.0.3,33818
"Oct 24, 2022 @ 22:37:40.335",packetbeat,175.5KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"2,432",tcp,ipv4,172.16.0.3,37836
"Oct 24, 2022 @ 22:37:40.327",packetbeat,168.6KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"1,675",tcp,ipv4,172.16.0.4,60536
"Oct 24, 2022 @ 22:37:40.327",packetbeat,112.4KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"1,573",tcp,ipv4,172.16.0.4,53752
"Oct 24, 2022 @ 22:37:40.326",packetbeat,252.2KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"3,813",tcp,ipv4,172.16.0.9,54462
"Oct 24, 2022 @ 22:37:40.326",packetbeat,142.5KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"2,085",tcp,ipv4,172.16.0.9,56260
"Oct 24, 2022 @ 22:37:40.326",packetbeat,264.7KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"3,840",tcp,ipv4,172.16.0.2,49672
"Oct 24, 2022 @ 22:37:40.326",packetbeat,154.3KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"2,195",tcp,ipv4,172.16.0.2,51666
"Oct 24, 2022 @ 22:37:30.334",packetbeat,148.1KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"1,315",tcp,ipv4,172.16.0.3,33818
"Oct 24, 2022 @ 22:37:30.334",packetbeat,174.8KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"2,422",tcp,ipv4,172.16.0.3,37836
"Oct 24, 2022 @ 22:37:30.328",packetbeat,251.7KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"3,809",tcp,ipv4,172.16.0.9,54462
"Oct 24, 2022 @ 22:37:30.328",packetbeat,141.8KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"2,076",tcp,ipv4,172.16.0.9,56260
"Oct 24, 2022 @ 22:37:30.326",packetbeat,264.2KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"3,836",tcp,ipv4,172.16.0.2,49672
"Oct 24, 2022 @ 22:37:30.326",packetbeat,153.7KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"2,186",tcp,ipv4,172.16.0.2,51666
"Oct 24, 2022 @ 22:37:30.326",packetbeat,168.1KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"1,671",tcp,ipv4,172.16.0.4,60536
"Oct 24, 2022 @ 22:37:30.326",packetbeat,111.8KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"1,565",tcp,ipv4,172.16.0.4,53752
"Oct 24, 2022 @ 22:37:20.335",packetbeat,147.6KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"1,311",tcp,ipv4,172.16.0.3,33818
"Oct 24, 2022 @ 22:37:20.335",packetbeat,174.2KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"2,413",tcp,ipv4,172.16.0.3,37836
"Oct 24, 2022 @ 22:37:20.327",packetbeat,167.6KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"1,667",tcp,ipv4,172.16.0.4,60536
"Oct 24, 2022 @ 22:37:20.327",packetbeat,111.2KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"1,556",tcp,ipv4,172.16.0.4,53752
"Oct 24, 2022 @ 22:37:20.326",packetbeat,251.2KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"3,805",tcp,ipv4,172.16.0.9,54462
"Oct 24, 2022 @ 22:37:20.326",packetbeat,141.2KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"2,067",tcp,ipv4,172.16.0.9,56260
"Oct 24, 2022 @ 22:37:20.326",packetbeat,263.8KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"3,832",tcp,ipv4,172.16.0.2,49672
"Oct 24, 2022 @ 22:37:20.326",packetbeat,153KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"2,178",tcp,ipv4,172.16.0.2,51666
"Oct 24, 2022 @ 22:37:10.335",packetbeat,147.1KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"1,307",tcp,ipv4,172.16.0.3,33818
"Oct 24, 2022 @ 22:37:10.335",packetbeat,173.5KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"2,405",tcp,ipv4,172.16.0.3,37836
"Oct 24, 2022 @ 22:37:10.328",packetbeat,250.7KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"3,801",tcp,ipv4,172.16.0.9,54462
"Oct 24, 2022 @ 22:37:10.328",packetbeat,140.6KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"2,058",tcp,ipv4,172.16.0.9,56260
"Oct 24, 2022 @ 22:37:10.327",packetbeat,263.3KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"3,828",tcp,ipv4,172.16.0.2,49672
"Oct 24, 2022 @ 22:37:10.327",packetbeat,152.4KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"2,170",tcp,ipv4,172.16.0.2,51666
"Oct 24, 2022 @ 22:37:10.326",packetbeat,167.1KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"1,663",tcp,ipv4,172.16.0.4,60536
"Oct 24, 2022 @ 22:37:10.326",packetbeat,110.5KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"1,546",tcp,ipv4,172.16.0.4,53752
"Oct 24, 2022 @ 22:37:00.334",packetbeat,146.7KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"1,303",tcp,ipv4,172.16.0.3,33818
"Oct 24, 2022 @ 22:37:00.334",packetbeat,172.7KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"2,393",tcp,ipv4,172.16.0.3,37836
"Oct 24, 2022 @ 22:37:00.328",packetbeat,250.2KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"3,797",tcp,ipv4,172.16.0.9,54462
"Oct 24, 2022 @ 22:37:00.328",packetbeat,139.7KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"2,045",tcp,ipv4,172.16.0.9,56260
"Oct 24, 2022 @ 22:37:00.326",packetbeat,166.6KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"1,659",tcp,ipv4,172.16.0.4,60536
"Oct 24, 2022 @ 22:37:00.326",packetbeat,109.8KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"1,538",tcp,ipv4,172.16.0.4,53752
"Oct 24, 2022 @ 22:37:00.325",packetbeat,262.8KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"3,824",tcp,ipv4,172.16.0.2,49672
"Oct 24, 2022 @ 22:37:00.325",packetbeat,151.7KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"2,161",tcp,ipv4,172.16.0.2,51666
"Oct 24, 2022 @ 22:36:50.336",packetbeat,146.2KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"1,299",tcp,ipv4,172.16.0.3,33818
"Oct 24, 2022 @ 22:36:50.336",packetbeat,171.9KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"2,381",tcp,ipv4,172.16.0.3,37836
"Oct 24, 2022 @ 22:36:50.327",packetbeat,166.1KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"1,655",tcp,ipv4,172.16.0.4,60536
"Oct 24, 2022 @ 22:36:50.327",packetbeat,109.2KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"1,530",tcp,ipv4,172.16.0.4,53752
"Oct 24, 2022 @ 22:36:50.326",packetbeat,249.7KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"3,793",tcp,ipv4,172.16.0.9,54462
"Oct 24, 2022 @ 22:36:50.326",packetbeat,139.1KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"2,036",tcp,ipv4,172.16.0.9,56260
"Oct 24, 2022 @ 22:36:50.326",packetbeat,262.3KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"3,820",tcp,ipv4,172.16.0.2,49672
"Oct 24, 2022 @ 22:36:50.326",packetbeat,151.1KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"2,153",tcp,ipv4,172.16.0.2,51666
"Oct 24, 2022 @ 22:36:40.335",packetbeat,171.3KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"2,372",tcp,ipv4,172.16.0.3,37836
"Oct 24, 2022 @ 22:36:40.335",packetbeat,145.7KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"1,295",tcp,ipv4,172.16.0.3,33818
"Oct 24, 2022 @ 22:36:40.328",packetbeat,165.6KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"1,651",tcp,ipv4,172.16.0.4,60536
"Oct 24, 2022 @ 22:36:40.328",packetbeat,108.5KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"1,519",tcp,ipv4,172.16.0.4,53752
"Oct 24, 2022 @ 22:36:40.327",packetbeat,249.2KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"3,789",tcp,ipv4,172.16.0.9,54462
"Oct 24, 2022 @ 22:36:40.327",packetbeat,138.4KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"2,027",tcp,ipv4,172.16.0.9,56260
"Oct 24, 2022 @ 22:36:40.326",packetbeat,261.8KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"3,816",tcp,ipv4,172.16.0.2,49672
"Oct 24, 2022 @ 22:36:40.326",packetbeat,150.5KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"2,145",tcp,ipv4,172.16.0.2,51666
"Oct 24, 2022 @ 22:36:30.335",packetbeat,145.2KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"1,291",tcp,ipv4,172.16.0.3,33818
"Oct 24, 2022 @ 22:36:30.335",packetbeat,170.4KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"2,360",tcp,ipv4,172.16.0.3,37836
"Oct 24, 2022 @ 22:36:30.327",packetbeat,261.3KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"3,812",tcp,ipv4,172.16.0.2,49672
"Oct 24, 2022 @ 22:36:30.327",packetbeat,149.8KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"2,137",tcp,ipv4,172.16.0.2,51666
"Oct 24, 2022 @ 22:36:30.326",packetbeat,165.1KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"1,647",tcp,ipv4,172.16.0.4,60536
"Oct 24, 2022 @ 22:36:30.326",packetbeat,107.9KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"1,511",tcp,ipv4,172.16.0.4,53752
"Oct 24, 2022 @ 22:36:30.326",packetbeat,137.8KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"2,018",tcp,ipv4,172.16.0.9,56260
"Oct 24, 2022 @ 22:36:30.326",packetbeat,248.7KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"3,785",tcp,ipv4,172.16.0.9,54462
"Oct 24, 2022 @ 22:36:20.332",packetbeat,144.7KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"1,287",tcp,ipv4,172.16.0.3,33818
"Oct 24, 2022 @ 22:36:20.332",packetbeat,169.8KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"2,351",tcp,ipv4,172.16.0.3,37836
"Oct 24, 2022 @ 22:36:20.327",packetbeat,164.7KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"1,643",tcp,ipv4,172.16.0.4,60536
"Oct 24, 2022 @ 22:36:20.327",packetbeat,107.2KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"1,502",tcp,ipv4,172.16.0.4,53752
"Oct 24, 2022 @ 22:36:20.326",packetbeat,248.3KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"3,781",tcp,ipv4,172.16.0.9,54462
"Oct 24, 2022 @ 22:36:20.326",packetbeat,137.1KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"2,009",tcp,ipv4,172.16.0.9,56260
"Oct 24, 2022 @ 22:36:20.326",packetbeat,260.8KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"3,808",tcp,ipv4,172.16.0.2,49672
"Oct 24, 2022 @ 22:36:20.326",packetbeat,149.2KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"2,129",tcp,ipv4,172.16.0.2,51666
"Oct 24, 2022 @ 22:36:10.335",packetbeat,144.2KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"1,283",tcp,ipv4,172.16.0.3,33818
"Oct 24, 2022 @ 22:36:10.335",packetbeat,169.1KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"2,342",tcp,ipv4,172.16.0.3,37836
"Oct 24, 2022 @ 22:36:10.327",packetbeat,164.2KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"1,639",tcp,ipv4,172.16.0.4,60536
"Oct 24, 2022 @ 22:36:10.327",packetbeat,106.6KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"1,494",tcp,ipv4,172.16.0.4,53752
"Oct 24, 2022 @ 22:36:10.326",packetbeat,247.8KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"3,777",tcp,ipv4,172.16.0.9,54462
"Oct 24, 2022 @ 22:36:10.326",packetbeat,136.5KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"2,000",tcp,ipv4,172.16.0.9,56260
"Oct 24, 2022 @ 22:36:10.326",packetbeat,260.3KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"3,804",tcp,ipv4,172.16.0.2,49672
"Oct 24, 2022 @ 22:36:10.326",packetbeat,148.6KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"2,121",tcp,ipv4,172.16.0.2,51666
"Oct 24, 2022 @ 22:36:00.336",packetbeat,143.7KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"1,279",tcp,ipv4,172.16.0.3,33818
"Oct 24, 2022 @ 22:36:00.336",packetbeat,168.3KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"2,330",tcp,ipv4,172.16.0.3,37836
"Oct 24, 2022 @ 22:36:00.326",packetbeat,163.7KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"1,635",tcp,ipv4,172.16.0.4,60536
"Oct 24, 2022 @ 22:36:00.326",packetbeat,106KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"1,485",tcp,ipv4,172.16.0.4,53752
"Oct 24, 2022 @ 22:36:00.326",packetbeat,259.8KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"3,800",tcp,ipv4,172.16.0.2,49672
"Oct 24, 2022 @ 22:36:00.326",packetbeat,147.7KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"2,107",tcp,ipv4,172.16.0.2,51666
"Oct 24, 2022 @ 22:36:00.326",packetbeat,247.3KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"3,773",tcp,ipv4,172.16.0.9,54462
"Oct 24, 2022 @ 22:36:00.326",packetbeat,135.9KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"1,991",tcp,ipv4,172.16.0.9,56260
"Oct 24, 2022 @ 22:35:50.334",packetbeat,143.2KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"1,275",tcp,ipv4,172.16.0.3,33818
"Oct 24, 2022 @ 22:35:50.334",packetbeat,167.7KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"2,321",tcp,ipv4,172.16.0.3,37836
"Oct 24, 2022 @ 22:35:50.327",packetbeat,163.2KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"1,631",tcp,ipv4,172.16.0.4,60536
"Oct 24, 2022 @ 22:35:50.327",packetbeat,105.3KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"1,476",tcp,ipv4,172.16.0.4,53752
"Oct 24, 2022 @ 22:35:50.326",packetbeat,246.8KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"3,769",tcp,ipv4,172.16.0.9,54462
"Oct 24, 2022 @ 22:35:50.326",packetbeat,135.2KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"1,983",tcp,ipv4,172.16.0.9,56260
"Oct 24, 2022 @ 22:35:50.325",packetbeat,259.3KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"3,796",tcp,ipv4,172.16.0.2,49672
"Oct 24, 2022 @ 22:35:50.325",packetbeat,147.1KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"2,099",tcp,ipv4,172.16.0.2,51666
"Oct 24, 2022 @ 22:35:40.335",packetbeat,142.7KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"1,271",tcp,ipv4,172.16.0.3,33818
"Oct 24, 2022 @ 22:35:40.335",packetbeat,166.9KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"2,310",tcp,ipv4,172.16.0.3,37836
"Oct 24, 2022 @ 22:35:40.328",packetbeat,162.7KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"1,627",tcp,ipv4,172.16.0.4,60536
"Oct 24, 2022 @ 22:35:40.328",packetbeat,104.7KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"1,467",tcp,ipv4,172.16.0.4,53752
"Oct 24, 2022 @ 22:35:40.326",packetbeat,258.8KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"3,792",tcp,ipv4,172.16.0.2,49672
"Oct 24, 2022 @ 22:35:40.326",packetbeat,146.4KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"2,090",tcp,ipv4,172.16.0.2,51666
"Oct 24, 2022 @ 22:35:40.326",packetbeat,246.3KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"3,765",tcp,ipv4,172.16.0.9,54462
"Oct 24, 2022 @ 22:35:40.326",packetbeat,134.3KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"1,969",tcp,ipv4,172.16.0.9,56260
"Oct 24, 2022 @ 22:35:30.331",packetbeat,142.2KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"1,267",tcp,ipv4,172.16.0.3,33818
"Oct 24, 2022 @ 22:35:30.331",packetbeat,166.3KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"2,301",tcp,ipv4,172.16.0.3,37836
"Oct 24, 2022 @ 22:35:30.327",packetbeat,162.2KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"1,623",tcp,ipv4,172.16.0.4,60536
"Oct 24, 2022 @ 22:35:30.327",packetbeat,104.1KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"1,458",tcp,ipv4,172.16.0.4,53752
"Oct 24, 2022 @ 22:35:30.326",packetbeat,133.7KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"1,961",tcp,ipv4,172.16.0.9,56260
"Oct 24, 2022 @ 22:35:30.326",packetbeat,258.4KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"3,788",tcp,ipv4,172.16.0.2,49672
"Oct 24, 2022 @ 22:35:30.326",packetbeat,145.8KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"2,081",tcp,ipv4,172.16.0.2,51666
"Oct 24, 2022 @ 22:35:30.326",packetbeat,245.8KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"3,761",tcp,ipv4,172.16.0.9,54462
"Oct 24, 2022 @ 22:35:20.334",packetbeat,141.8KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"1,263",tcp,ipv4,172.16.0.3,33818
"Oct 24, 2022 @ 22:35:20.334",packetbeat,165.5KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"2,290",tcp,ipv4,172.16.0.3,37836
"Oct 24, 2022 @ 22:35:20.328",packetbeat,161.7KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"1,619",tcp,ipv4,172.16.0.4,60536
"Oct 24, 2022 @ 22:35:20.328",packetbeat,103.4KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"1,449",tcp,ipv4,172.16.0.4,53752
"Oct 24, 2022 @ 22:35:20.327",packetbeat,245.3KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"3,757",tcp,ipv4,172.16.0.9,54462
"Oct 24, 2022 @ 22:35:20.327",packetbeat,133KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"1,952",tcp,ipv4,172.16.0.9,56260
"Oct 24, 2022 @ 22:35:20.326",packetbeat,257.9KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"3,784",tcp,ipv4,172.16.0.2,49672
"Oct 24, 2022 @ 22:35:20.326",packetbeat,145.2KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"2,072",tcp,ipv4,172.16.0.2,51666
"Oct 24, 2022 @ 22:35:10.335",packetbeat,141.3KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"1,259",tcp,ipv4,172.16.0.3,33818
"Oct 24, 2022 @ 22:35:10.335",packetbeat,164.9KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"2,281",tcp,ipv4,172.16.0.3,37836
"Oct 24, 2022 @ 22:35:10.327",packetbeat,161.2KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"1,615",tcp,ipv4,172.16.0.4,60536
"Oct 24, 2022 @ 22:35:10.327",packetbeat,102.6KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"1,437",tcp,ipv4,172.16.0.4,53752
"Oct 24, 2022 @ 22:35:10.326",packetbeat,244.8KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"3,753",tcp,ipv4,172.16.0.9,54462
"Oct 24, 2022 @ 22:35:10.326",packetbeat,132.4KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"1,943",tcp,ipv4,172.16.0.9,56260
"Oct 24, 2022 @ 22:35:10.326",packetbeat,257.4KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"3,780",tcp,ipv4,172.16.0.2,49672
"Oct 24, 2022 @ 22:35:10.326",packetbeat,144.5KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"2,062",tcp,ipv4,172.16.0.2,51666
"Oct 24, 2022 @ 22:35:00.334",packetbeat,140.8KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"1,255",tcp,ipv4,172.16.0.3,33818
"Oct 24, 2022 @ 22:35:00.334",packetbeat,164.2KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"2,272",tcp,ipv4,172.16.0.3,37836
"Oct 24, 2022 @ 22:35:00.327",packetbeat,244.3KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"3,749",tcp,ipv4,172.16.0.9,54462
"Oct 24, 2022 @ 22:35:00.327",packetbeat,131.7KB,172.16.0.5,9200,connection,172.16.0.9,22.04.1 LTS (Jammy Jellyfish),"1,934",tcp,ipv4,172.16.0.9,56260
"Oct 24, 2022 @ 22:35:00.326",packetbeat,160.7KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"1,611",tcp,ipv4,172.16.0.4,60536
"Oct 24, 2022 @ 22:35:00.326",packetbeat,102KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"1,428",tcp,ipv4,172.16.0.4,53752
"Oct 24, 2022 @ 22:35:00.325",packetbeat,256.9KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"3,776",tcp,ipv4,172.16.0.2,49672
"Oct 24, 2022 @ 22:35:00.325",packetbeat,143.9KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"2,053",tcp,ipv4,172.16.0.2,51666
"Oct 24, 2022 @ 22:34:50.331",packetbeat,140.3KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"1,251",tcp,ipv4,172.16.0.3,33818
"Oct 24, 2022 @ 22:34:50.331",packetbeat,163.6KB,172.16.0.5,9200,connection,172.16.0.3,22.04.1 LTS (Jammy Jellyfish),"2,263",tcp,ipv4,172.16.0.3,37836
"Oct 24, 2022 @ 22:34:50.327",packetbeat,160.2KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"1,607",tcp,ipv4,172.16.0.4,60536
"Oct 24, 2022 @ 22:34:50.327",packetbeat,101.1KB,172.16.0.5,9200,connection,172.16.0.4,22.04.1 LTS (Jammy Jellyfish),"1,416",tcp,ipv4,172.16.0.4,53752
"Oct 24, 2022 @ 22:34:50.326",packetbeat,256.4KB,172.16.0.5,9200,connection,172.16.0.2,8 (jessie),"3,772",tcp,ipv4,172.16.0.2,49672
