@timestamp,_id,_index,_score,agent.ephemeral_id,agent.hostname,agent.id,agent.name,agent.type,agent.version,ecs.version,error.message,event.action,event.category,event.dataset,event.id,event.kind,event.module,event.origin,event.outcome,event.type,file.ctime,file.extension,file.gid,file.group,file.hash.sha1,file.inode,file.mime_type,file.mode,file.mtime,file.owner,file.path,file.path.text,file.setgid,file.setuid,file.size,file.target_path,file.target_path.text,file.type,file.uid,host.architecture,host.containerized,host.hostname,host.id,host.ip,host.mac,host.name,host.os.codename,host.os.family,host.os.kernel,host.os.name,host.os.name.text,host.os.platform,host.os.type,host.os.version,message,process.args,process.entity_id,process.executable,process.executable.text,process.hash.sha1,process.name,process.name.text,process.parent.pid,process.pid,process.start,process.working_directory,process.working_directory.text,related.ip,related.user,service.type,source.ip,system.audit.host.architecture,system.audit.host.boottime,system.audit.host.containerized,system.audit.host.hostname,system.audit.host.id,system.audit.host.ip,system.audit.host.mac,system.audit.host.os.codename,system.audit.host.os.family,system.audit.host.os.kernel,system.audit.host.os.name,system.audit.host.os.platform,system.audit.host.os.type,system.audit.host.os.version,system.audit.host.timezone.name,system.audit.host.timezone.offset.sec,system.audit.host.uptime,system.audit.user.dir,system.audit.user.gid,system.audit.user.group.gid,system.audit.user.group.id,system.audit.user.group.name,system.audit.user.name,system.audit.user.password.last_changed,system.audit.user.password.type,system.audit.user.shell,system.audit.user.uid,system.audit.user.user_information,user.effective.group.id,user.effective.id,user.entity_id,user.group.id,user.group.name,user.id,user.name,user.name.text,user.saved.group.id,user.saved.id,user.terminal,,,,,,,,,
"Oct 22, 2022 @ 14:23:14.876",Zcdc_oMBlM6FNcp7JKJU,.ds-auditbeat-8.3.3-2022.10.22-000001,-,6cce263b-5b0e-4322-8663-38b70011c77d,c2be3c5be205,4592a6e2-23ee-40e7-be4b-f7037f88c17d,c2be3c5be205,auditbeat,8.3.3,8.0.0,-,existing_user,iam,user,13f650f7-b06c-4592-abd6-85379faa2f0c,state,system,info,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x86_64,TRUE,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,5.4.0-131-generic,Ubuntu,Ubuntu,ubuntu,linux,22.04.1 LTS (Jammy Jellyfish),"Existing user games (UID: 5, Groups: games)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,games,system,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,/usr/games,60,60,60,games,games,"Oct 3, 2022 @ 08:00:00.000",password_disabled,/usr/sbin/nologin,5,games,-,-,r7p+U1LdbrViG56X,60,games,5,games,games,-,-
"Oct 22, 2022 @ 14:23:14.876",Zsdc_oMBlM6FNcp7JKJU,.ds-auditbeat-8.3.3-2022.10.22-000001,-,6cce263b-5b0e-4322-8663-38b70011c77d,c2be3c5be205,4592a6e2-23ee-40e7-be4b-f7037f88c17d,c2be3c5be205,auditbeat,8.3.3,8.0.0,-,existing_user,iam,user,13f650f7-b06c-4592-abd6-85379faa2f0c,state,system,info,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x86_64,TRUE,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,5.4.0-131-generic,Ubuntu,Ubuntu,ubuntu,linux,22.04.1 LTS (Jammy Jellyfish),"Existing user man (UID: 6, Groups: man)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,man,system,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,/var/cache/man,12,12,12,man,man,"Oct 3, 2022 @ 08:00:00.000",password_disabled,/usr/sbin/nologin,6,man,-,-,lR0XDIrZkMR2K22H,12,man,6,man,man,-,-
"Oct 22, 2022 @ 14:23:14.876",Z8dc_oMBlM6FNcp7JKJU,.ds-auditbeat-8.3.3-2022.10.22-000001,-,6cce263b-5b0e-4322-8663-38b70011c77d,c2be3c5be205,4592a6e2-23ee-40e7-be4b-f7037f88c17d,c2be3c5be205,auditbeat,8.3.3,8.0.0,-,existing_user,iam,user,13f650f7-b06c-4592-abd6-85379faa2f0c,state,system,info,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x86_64,TRUE,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,5.4.0-131-generic,Ubuntu,Ubuntu,ubuntu,linux,22.04.1 LTS (Jammy Jellyfish),"Existing user lp (UID: 7, Groups: lp)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,lp,system,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,/var/spool/lpd,7,7,7,lp,lp,"Oct 3, 2022 @ 08:00:00.000",password_disabled,/usr/sbin/nologin,7,lp,-,-,hgwhxm6LZSer4by7,7,lp,7,lp,lp,-,-
"Oct 22, 2022 @ 14:23:14.876",aMdc_oMBlM6FNcp7JKJU,.ds-auditbeat-8.3.3-2022.10.22-000001,-,6cce263b-5b0e-4322-8663-38b70011c77d,c2be3c5be205,4592a6e2-23ee-40e7-be4b-f7037f88c17d,c2be3c5be205,auditbeat,8.3.3,8.0.0,-,existing_user,iam,user,13f650f7-b06c-4592-abd6-85379faa2f0c,state,system,info,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x86_64,TRUE,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,5.4.0-131-generic,Ubuntu,Ubuntu,ubuntu,linux,22.04.1 LTS (Jammy Jellyfish),"Existing user mail (UID: 8, Groups: mail)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,mail,system,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,/var/mail,8,8,8,mail,mail,"Oct 3, 2022 @ 08:00:00.000",password_disabled,/usr/sbin/nologin,8,mail,-,-,kgGV1tQYTNgKt5g9,8,mail,8,mail,mail,-,-
"Oct 22, 2022 @ 14:23:14.876",acdc_oMBlM6FNcp7JKJU,.ds-auditbeat-8.3.3-2022.10.22-000001,-,6cce263b-5b0e-4322-8663-38b70011c77d,c2be3c5be205,4592a6e2-23ee-40e7-be4b-f7037f88c17d,c2be3c5be205,auditbeat,8.3.3,8.0.0,-,existing_user,iam,user,13f650f7-b06c-4592-abd6-85379faa2f0c,state,system,info,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x86_64,TRUE,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,5.4.0-131-generic,Ubuntu,Ubuntu,ubuntu,linux,22.04.1 LTS (Jammy Jellyfish),"Existing user news (UID: 9, Groups: news)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,news,system,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,/var/spool/news,9,9,9,news,news,"Oct 3, 2022 @ 08:00:00.000",password_disabled,/usr/sbin/nologin,9,news,-,-,UK17Nd29/mUT3c5W,9,news,9,news,news,-,-
"Oct 22, 2022 @ 14:23:14.876",asdc_oMBlM6FNcp7JKJU,.ds-auditbeat-8.3.3-2022.10.22-000001,-,6cce263b-5b0e-4322-8663-38b70011c77d,c2be3c5be205,4592a6e2-23ee-40e7-be4b-f7037f88c17d,c2be3c5be205,auditbeat,8.3.3,8.0.0,-,existing_user,iam,user,13f650f7-b06c-4592-abd6-85379faa2f0c,state,system,info,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x86_64,TRUE,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,5.4.0-131-generic,Ubuntu,Ubuntu,ubuntu,linux,22.04.1 LTS (Jammy Jellyfish),"Existing user uucp (UID: 10, Groups: uucp)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,uucp,system,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,/var/spool/uucp,10,10,10,uucp,uucp,"Oct 3, 2022 @ 08:00:00.000",password_disabled,/usr/sbin/nologin,10,uucp,-,-,ZoWssjhr0fmnnbyu,10,uucp,10,uucp,uucp,-,-
"Oct 22, 2022 @ 14:23:14.876",a8dc_oMBlM6FNcp7JKJU,.ds-auditbeat-8.3.3-2022.10.22-000001,-,6cce263b-5b0e-4322-8663-38b70011c77d,c2be3c5be205,4592a6e2-23ee-40e7-be4b-f7037f88c17d,c2be3c5be205,auditbeat,8.3.3,8.0.0,-,existing_user,iam,user,13f650f7-b06c-4592-abd6-85379faa2f0c,state,system,info,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x86_64,TRUE,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,5.4.0-131-generic,Ubuntu,Ubuntu,ubuntu,linux,22.04.1 LTS (Jammy Jellyfish),"Existing user proxy (UID: 13, Groups: proxy)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,proxy,system,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,/bin,13,13,13,proxy,proxy,"Oct 3, 2022 @ 08:00:00.000",password_disabled,/usr/sbin/nologin,13,proxy,-,-,srKa871Z/1c/7Swq,13,proxy,13,proxy,proxy,-,-
"Oct 22, 2022 @ 14:23:14.876",bMdc_oMBlM6FNcp7JKJc,.ds-auditbeat-8.3.3-2022.10.22-000001,-,6cce263b-5b0e-4322-8663-38b70011c77d,c2be3c5be205,4592a6e2-23ee-40e7-be4b-f7037f88c17d,c2be3c5be205,auditbeat,8.3.3,8.0.0,-,existing_user,iam,user,13f650f7-b06c-4592-abd6-85379faa2f0c,state,system,info,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x86_64,TRUE,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,5.4.0-131-generic,Ubuntu,Ubuntu,ubuntu,linux,22.04.1 LTS (Jammy Jellyfish),"Existing user www-data (UID: 33, Groups: www-data)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,www-data,system,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,/var/www,33,33,33,www-data,www-data,"Oct 3, 2022 @ 08:00:00.000",password_disabled,/usr/sbin/nologin,33,www-data,-,-,K7TNDDyLJAuqAU99,33,www-data,33,www-data,www-data,-,-
"Oct 22, 2022 @ 14:23:14.876",bcdc_oMBlM6FNcp7JKJc,.ds-auditbeat-8.3.3-2022.10.22-000001,-,6cce263b-5b0e-4322-8663-38b70011c77d,c2be3c5be205,4592a6e2-23ee-40e7-be4b-f7037f88c17d,c2be3c5be205,auditbeat,8.3.3,8.0.0,-,existing_user,iam,user,13f650f7-b06c-4592-abd6-85379faa2f0c,state,system,info,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x86_64,TRUE,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,5.4.0-131-generic,Ubuntu,Ubuntu,ubuntu,linux,22.04.1 LTS (Jammy Jellyfish),"Existing user backup (UID: 34, Groups: backup)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,backup,system,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,/var/backups,34,34,34,backup,backup,"Oct 3, 2022 @ 08:00:00.000",password_disabled,/usr/sbin/nologin,34,backup,-,-,RuC30TRL9XUeBW4k,34,backup,34,backup,backup,-,-
"Oct 22, 2022 @ 14:23:14.876",bsdc_oMBlM6FNcp7JKJc,.ds-auditbeat-8.3.3-2022.10.22-000001,-,6cce263b-5b0e-4322-8663-38b70011c77d,c2be3c5be205,4592a6e2-23ee-40e7-be4b-f7037f88c17d,c2be3c5be205,auditbeat,8.3.3,8.0.0,-,existing_user,iam,user,13f650f7-b06c-4592-abd6-85379faa2f0c,state,system,info,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x86_64,TRUE,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,5.4.0-131-generic,Ubuntu,Ubuntu,ubuntu,linux,22.04.1 LTS (Jammy Jellyfish),"Existing user list (UID: 38, Groups: list)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,list,system,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,/var/list,38,38,38,list,list,"Oct 3, 2022 @ 08:00:00.000",password_disabled,/usr/sbin/nologin,38,Mailing List Manager,-,-,ncpV/Z2cZc0JaCHg,38,list,38,list,list,-,-
"Oct 22, 2022 @ 14:23:14.876",b8dc_oMBlM6FNcp7JKJc,.ds-auditbeat-8.3.3-2022.10.22-000001,-,6cce263b-5b0e-4322-8663-38b70011c77d,c2be3c5be205,4592a6e2-23ee-40e7-be4b-f7037f88c17d,c2be3c5be205,auditbeat,8.3.3,8.0.0,-,existing_user,iam,user,13f650f7-b06c-4592-abd6-85379faa2f0c,state,system,info,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x86_64,TRUE,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,5.4.0-131-generic,Ubuntu,Ubuntu,ubuntu,linux,22.04.1 LTS (Jammy Jellyfish),"Existing user irc (UID: 39, Groups: irc)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,irc,system,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,/run/ircd,39,39,39,irc,irc,"Oct 3, 2022 @ 08:00:00.000",password_disabled,/usr/sbin/nologin,39,ircd,-,-,xLRIj7h1TBuwW1Gu,39,irc,39,irc,irc,-,-
"Oct 22, 2022 @ 14:23:14.876",cMdc_oMBlM6FNcp7JKJc,.ds-auditbeat-8.3.3-2022.10.22-000001,-,6cce263b-5b0e-4322-8663-38b70011c77d,c2be3c5be205,4592a6e2-23ee-40e7-be4b-f7037f88c17d,c2be3c5be205,auditbeat,8.3.3,8.0.0,-,existing_user,iam,user,13f650f7-b06c-4592-abd6-85379faa2f0c,state,system,info,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x86_64,TRUE,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,5.4.0-131-generic,Ubuntu,Ubuntu,ubuntu,linux,22.04.1 LTS (Jammy Jellyfish),"Existing user gnats (UID: 41, Groups: gnats)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,gnats,system,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,/var/lib/gnats,41,41,41,gnats,gnats,"Oct 3, 2022 @ 08:00:00.000",password_disabled,/usr/sbin/nologin,41,Gnats Bug-Reporting System (admin),-,-,2jG85o5Qc7aB7jvB,41,gnats,41,gnats,gnats,-,-
"Oct 22, 2022 @ 14:23:14.876",ccdc_oMBlM6FNcp7JKJc,.ds-auditbeat-8.3.3-2022.10.22-000001,-,6cce263b-5b0e-4322-8663-38b70011c77d,c2be3c5be205,4592a6e2-23ee-40e7-be4b-f7037f88c17d,c2be3c5be205,auditbeat,8.3.3,8.0.0,-,existing_user,iam,user,13f650f7-b06c-4592-abd6-85379faa2f0c,state,system,info,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x86_64,TRUE,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,5.4.0-131-generic,Ubuntu,Ubuntu,ubuntu,linux,22.04.1 LTS (Jammy Jellyfish),"Existing user nobody (UID: 65534, Groups: nogroup)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,nobody,system,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,/nonexistent,65534,65534,65534,nogroup,nobody,"Oct 3, 2022 @ 08:00:00.000",password_disabled,/usr/sbin/nologin,65534,nobody,-,-,mhvf82z4GVz09ggX,65534,nogroup,65534,nobody,nobody,-,-
"Oct 22, 2022 @ 14:23:14.876",csdc_oMBlM6FNcp7JKJc,.ds-auditbeat-8.3.3-2022.10.22-000001,-,6cce263b-5b0e-4322-8663-38b70011c77d,c2be3c5be205,4592a6e2-23ee-40e7-be4b-f7037f88c17d,c2be3c5be205,auditbeat,8.3.3,8.0.0,-,existing_user,iam,user,13f650f7-b06c-4592-abd6-85379faa2f0c,state,system,info,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x86_64,TRUE,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,5.4.0-131-generic,Ubuntu,Ubuntu,ubuntu,linux,22.04.1 LTS (Jammy Jellyfish),"Existing user _apt (UID: 100, Groups: nogroup)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,_apt,system,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,/nonexistent,65534,65534,65534,nogroup,_apt,"Oct 3, 2022 @ 08:00:00.000",password_disabled,/usr/sbin/nologin,100,-,-,-,pslvl+mI5iUnh2SE,65534,nogroup,100,_apt,_apt,-,-
"Oct 22, 2022 @ 14:23:14.876",c8dc_oMBlM6FNcp7JKJc,.ds-auditbeat-8.3.3-2022.10.22-000001,-,6cce263b-5b0e-4322-8663-38b70011c77d,c2be3c5be205,4592a6e2-23ee-40e7-be4b-f7037f88c17d,c2be3c5be205,auditbeat,8.3.3,8.0.0,-,existing_user,iam,user,13f650f7-b06c-4592-abd6-85379faa2f0c,state,system,info,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x86_64,TRUE,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,5.4.0-131-generic,Ubuntu,Ubuntu,ubuntu,linux,22.04.1 LTS (Jammy Jellyfish),"Existing user systemd-network (UID: 101, Groups: systemd-network)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,systemd-network,system,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,/run/systemd,102,102,102,systemd-network,systemd-network,"Oct 14, 2022 @ 08:00:00.000",password_disabled,/usr/sbin/nologin,101,"systemd Network Management,,,",-,-,U6bYbFY6mL3NwVud,102,systemd-network,101,systemd-network,systemd-network,-,-
"Oct 22, 2022 @ 14:23:14.876",dMdc_oMBlM6FNcp7JKJc,.ds-auditbeat-8.3.3-2022.10.22-000001,-,6cce263b-5b0e-4322-8663-38b70011c77d,c2be3c5be205,4592a6e2-23ee-40e7-be4b-f7037f88c17d,c2be3c5be205,auditbeat,8.3.3,8.0.0,-,existing_user,iam,user,13f650f7-b06c-4592-abd6-85379faa2f0c,state,system,info,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x86_64,TRUE,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,5.4.0-131-generic,Ubuntu,Ubuntu,ubuntu,linux,22.04.1 LTS (Jammy Jellyfish),"Existing user systemd-resolve (UID: 102, Groups: systemd-resolve)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,systemd-resolve,system,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,/run/systemd,103,103,103,systemd-resolve,systemd-resolve,"Oct 14, 2022 @ 08:00:00.000",password_disabled,/usr/sbin/nologin,102,"systemd Resolver,,,",-,-,hMqi91wcyLF1+Khf,103,systemd-resolve,102,systemd-resolve,systemd-resolve,-,-
"Oct 22, 2022 @ 14:23:14.876",dcdc_oMBlM6FNcp7JKJc,.ds-auditbeat-8.3.3-2022.10.22-000001,-,6cce263b-5b0e-4322-8663-38b70011c77d,c2be3c5be205,4592a6e2-23ee-40e7-be4b-f7037f88c17d,c2be3c5be205,auditbeat,8.3.3,8.0.0,-,existing_user,iam,user,13f650f7-b06c-4592-abd6-85379faa2f0c,state,system,info,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x86_64,TRUE,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,5.4.0-131-generic,Ubuntu,Ubuntu,ubuntu,linux,22.04.1 LTS (Jammy Jellyfish),"Existing user mysql (UID: 103, Groups: mysql)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,mysql,system,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,/nonexistent,104,104,104,mysql,mysql,"Oct 14, 2022 @ 08:00:00.000",password_disabled,/bin/false,103,"MySQL Server,,,",-,-,qbfhKEfkyK0PaZKq,104,mysql,103,mysql,mysql,-,-
"Oct 22, 2022 @ 14:23:14.876",dsdc_oMBlM6FNcp7JKJc,.ds-auditbeat-8.3.3-2022.10.22-000001,-,6cce263b-5b0e-4322-8663-38b70011c77d,c2be3c5be205,4592a6e2-23ee-40e7-be4b-f7037f88c17d,c2be3c5be205,auditbeat,8.3.3,8.0.0,-,existing_user,iam,user,13f650f7-b06c-4592-abd6-85379faa2f0c,state,system,info,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x86_64,TRUE,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,5.4.0-131-generic,Ubuntu,Ubuntu,ubuntu,linux,22.04.1 LTS (Jammy Jellyfish),"Existing user messagebus (UID: 104, Groups: messagebus)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,messagebus,system,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,/nonexistent,105,105,105,messagebus,messagebus,"Oct 14, 2022 @ 08:00:00.000",password_disabled,/usr/sbin/nologin,104,-,-,-,WmJOlTTDh2ffFMXs,105,messagebus,104,messagebus,messagebus,-,-
"Oct 22, 2022 @ 14:23:14.876",d8dc_oMBlM6FNcp7JKJc,.ds-auditbeat-8.3.3-2022.10.22-000001,-,6cce263b-5b0e-4322-8663-38b70011c77d,c2be3c5be205,4592a6e2-23ee-40e7-be4b-f7037f88c17d,c2be3c5be205,auditbeat,8.3.3,8.0.0,-,existing_user,iam,user,13f650f7-b06c-4592-abd6-85379faa2f0c,state,system,info,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x86_64,TRUE,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,5.4.0-131-generic,Ubuntu,Ubuntu,ubuntu,linux,22.04.1 LTS (Jammy Jellyfish),"Existing user systemd-timesync (UID: 105, Groups: systemd-timesync)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,systemd-timesync,system,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,/run/systemd,106,106,106,systemd-timesync,systemd-timesync,"Oct 14, 2022 @ 08:00:00.000",password_disabled,/usr/sbin/nologin,105,"systemd Time Synchronization,,,",-,-,sJNsx9JUPMKYyWna,106,systemd-timesync,105,systemd-timesync,systemd-timesync,-,-
"Oct 22, 2022 @ 14:23:14.876",eMdc_oMBlM6FNcp7JKJc,.ds-auditbeat-8.3.3-2022.10.22-000001,-,6cce263b-5b0e-4322-8663-38b70011c77d,c2be3c5be205,4592a6e2-23ee-40e7-be4b-f7037f88c17d,c2be3c5be205,auditbeat,8.3.3,8.0.0,-,existing_user,iam,user,13f650f7-b06c-4592-abd6-85379faa2f0c,state,system,info,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x86_64,TRUE,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,5.4.0-131-generic,Ubuntu,Ubuntu,ubuntu,linux,22.04.1 LTS (Jammy Jellyfish),"Existing user sshd (UID: 106, Groups: nogroup)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,sshd,system,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,/run/sshd,65534,65534,65534,nogroup,sshd,"Oct 14, 2022 @ 08:00:00.000",password_disabled,/usr/sbin/nologin,106,-,-,-,RwWZVmx9UoP/4Pyp,65534,nogroup,106,sshd,sshd,-,-
"Oct 22, 2022 @ 14:23:14.876",ecdc_oMBlM6FNcp7JKJc,.ds-auditbeat-8.3.3-2022.10.22-000001,-,6cce263b-5b0e-4322-8663-38b70011c77d,c2be3c5be205,4592a6e2-23ee-40e7-be4b-f7037f88c17d,c2be3c5be205,auditbeat,8.3.3,8.0.0,-,existing_user,iam,user,13f650f7-b06c-4592-abd6-85379faa2f0c,state,system,info,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x86_64,TRUE,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,5.4.0-131-generic,Ubuntu,Ubuntu,ubuntu,linux,22.04.1 LTS (Jammy Jellyfish),"Existing user syslog (UID: 107, Groups: syslog,adm)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,syslog,system,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,/home/syslog,108,"108, 4","108, 4","syslog, adm",syslog,"Oct 21, 2022 @ 08:00:00.000",password_disabled,/usr/sbin/nologin,107,-,-,-,ax+A3sdR6nzseDlc,108,syslog,107,syslog,syslog,-,-
