@timestamp,_id,_index,_score,agent.ephemeral_id,agent.hostname,agent.id,agent.name,agent.type,agent.version,ecs.version,error.message,event.action,event.category,event.dataset,event.id,event.kind,event.module,event.origin,event.outcome,event.type,file.ctime,file.extension,file.gid,file.group,file.hash.sha1,file.inode,file.mime_type,file.mode,file.mtime,file.owner,file.path,file.path.text,file.setgid,file.setuid,file.size,file.target_path,file.target_path.text,file.type,file.uid,host.architecture,host.containerized,host.hostname,host.id,host.ip,host.mac,host.name,host.os.codename,host.os.family,host.os.kernel,host.os.name,host.os.name.text,host.os.platform,host.os.type,host.os.version,message,process.args,process.entity_id,process.executable,process.executable.text,process.hash.sha1,process.name,process.name.text,process.parent.pid,process.pid,process.start,process.working_directory,process.working_directory.text,related.ip,related.user,service.type,source.ip,system.audit.host.architecture,system.audit.host.boottime,system.audit.host.containerized,system.audit.host.hostname,system.audit.host.id,system.audit.host.ip,system.audit.host.mac,system.audit.host.os.codename,system.audit.host.os.family,system.audit.host.os.kernel,system.audit.host.os.name,system.audit.host.os.platform,system.audit.host.os.type,system.audit.host.os.version,system.audit.host.timezone.name,system.audit.host.timezone.offset.sec,system.audit.host.uptime,system.audit.user.dir,system.audit.user.gid,system.audit.user.group.gid,system.audit.user.group.id,system.audit.user.group.name,system.audit.user.name,system.audit.user.password.last_changed,system.audit.user.password.type,system.audit.user.shell,system.audit.user.uid,system.audit.user.user_information,user.effective.group.id,user.effective.id,user.entity_id,user.group.id,user.group.name,user.id,user.name,user.name.text,user.saved.group.id,user.saved.id,user.terminal,,,,,,,,,
"Oct 22, 2022 @ 14:23:17.492",Isdc_oMBlM6FNcp7MKN2,.ds-auditbeat-8.3.3-2022.10.22-000001,-,6cce263b-5b0e-4322-8663-38b70011c77d,c2be3c5be205,4592a6e2-23ee-40e7-be4b-f7037f88c17d,c2be3c5be205,auditbeat,8.3.3,8.0.0,-,existing_package,package,package,1edd6c25-e171-4d5c-9e1b-f79bb9a742f6,state,system,info,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x86_64,TRUE,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,5.4.0-131-generic,Ubuntu,Ubuntu,ubuntu,linux,22.04.1 LTS (Jammy Jellyfish),Package dash (0.5.11+git20210903+057cd650a4ed-3build1) is already installed,(empty),POSIX-compliant shell,dash,http://gondor.apana.org.au/~herbert/dash/,214,dpkg,0.5.11+git20210903+057cd650a4ed-3build1,-,-,-,-,-,-,-,-,-,-,-,-,-,system,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,amd64,XmCmGx9J29Apr0CU,dash,214,POSIX-compliant shell,http://gondor.apana.org.au/~herbert/dash/,0.5.11+git20210903+057cd650a4ed-3build1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Oct 22, 2022 @ 14:23:17.492",I8dc_oMBlM6FNcp7MKN2,.ds-auditbeat-8.3.3-2022.10.22-000001,-,6cce263b-5b0e-4322-8663-38b70011c77d,c2be3c5be205,4592a6e2-23ee-40e7-be4b-f7037f88c17d,c2be3c5be205,auditbeat,8.3.3,8.0.0,-,existing_package,package,package,1edd6c25-e171-4d5c-9e1b-f79bb9a742f6,state,system,info,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x86_64,TRUE,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,5.4.0-131-generic,Ubuntu,Ubuntu,ubuntu,linux,22.04.1 LTS (Jammy Jellyfish),Package dbus (1.12.20-2ubuntu4) is already installed,(empty),simple interprocess messaging system (daemon and utilities),dbus,https://dbus.freedesktop.org/,582,dpkg,1.12.20-2ubuntu4,-,-,-,-,-,-,-,-,-,-,-,-,-,system,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,amd64,hpJtWcjXCSQZzN0V,dbus,582,simple interprocess messaging system (daemon and utilities),https://dbus.freedesktop.org/,1.12.20-2ubuntu4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Oct 22, 2022 @ 14:23:17.492",JMdc_oMBlM6FNcp7MKN2,.ds-auditbeat-8.3.3-2022.10.22-000001,-,6cce263b-5b0e-4322-8663-38b70011c77d,c2be3c5be205,4592a6e2-23ee-40e7-be4b-f7037f88c17d,c2be3c5be205,auditbeat,8.3.3,8.0.0,-,existing_package,package,package,1edd6c25-e171-4d5c-9e1b-f79bb9a742f6,state,system,info,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x86_64,TRUE,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,5.4.0-131-generic,Ubuntu,Ubuntu,ubuntu,linux,22.04.1 LTS (Jammy Jellyfish),Package debconf (1.5.79ubuntu1) is already installed,(empty),Debian configuration management system,debconf,-,512,dpkg,1.5.79ubuntu1,-,-,-,-,-,-,-,-,-,-,-,-,-,system,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,all,xYWGLNSFzxKYevZ1,debconf,512,Debian configuration management system,-,1.5.79ubuntu1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Oct 22, 2022 @ 14:23:17.492",Jcdc_oMBlM6FNcp7MKN2,.ds-auditbeat-8.3.3-2022.10.22-000001,-,6cce263b-5b0e-4322-8663-38b70011c77d,c2be3c5be205,4592a6e2-23ee-40e7-be4b-f7037f88c17d,c2be3c5be205,auditbeat,8.3.3,8.0.0,-,existing_package,package,package,1edd6c25-e171-4d5c-9e1b-f79bb9a742f6,state,system,info,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x86_64,TRUE,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,5.4.0-131-generic,Ubuntu,Ubuntu,ubuntu,linux,22.04.1 LTS (Jammy Jellyfish),Package debianutils (5.5-1ubuntu2) is already installed,(empty),Miscellaneous utilities specific to Debian,debianutils,-,243,dpkg,5.5-1ubuntu2,-,-,-,-,-,-,-,-,-,-,-,-,-,system,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,amd64,fb/oVTrV7eiU//xz,debianutils,243,Miscellaneous utilities specific to Debian,-,5.5-1ubuntu2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Oct 22, 2022 @ 14:23:17.492",Jsdc_oMBlM6FNcp7MKN2,.ds-auditbeat-8.3.3-2022.10.22-000001,-,6cce263b-5b0e-4322-8663-38b70011c77d,c2be3c5be205,4592a6e2-23ee-40e7-be4b-f7037f88c17d,c2be3c5be205,auditbeat,8.3.3,8.0.0,-,existing_package,package,package,1edd6c25-e171-4d5c-9e1b-f79bb9a742f6,state,system,info,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x86_64,TRUE,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,5.4.0-131-generic,Ubuntu,Ubuntu,ubuntu,linux,22.04.1 LTS (Jammy Jellyfish),Package diffutils (1:3.8-0ubuntu2) is already installed,(empty),File comparison utilities,diffutils,https://www.gnu.org/software/diffutils/,424,dpkg,1:3.8-0ubuntu2,-,-,-,-,-,-,-,-,-,-,-,-,-,system,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,amd64,zxMHzP9YopTxVBk1,diffutils,424,File comparison utilities,https://www.gnu.org/software/diffutils/,1:3.8-0ubuntu2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Oct 22, 2022 @ 14:23:17.492",J8dc_oMBlM6FNcp7MKN2,.ds-auditbeat-8.3.3-2022.10.22-000001,-,6cce263b-5b0e-4322-8663-38b70011c77d,c2be3c5be205,4592a6e2-23ee-40e7-be4b-f7037f88c17d,c2be3c5be205,auditbeat,8.3.3,8.0.0,-,existing_package,package,package,1edd6c25-e171-4d5c-9e1b-f79bb9a742f6,state,system,info,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x86_64,TRUE,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,5.4.0-131-generic,Ubuntu,Ubuntu,ubuntu,linux,22.04.1 LTS (Jammy Jellyfish),Package distro-info-data (0.52ubuntu0.1) is already installed,(empty),information about the distributions' releases (data files),distro-info-data,-,19,dpkg,0.52ubuntu0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,system,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,all,fS7JmrGeIWfhlm7x,distro-info-data,19,information about the distributions' releases (data files),-,0.52ubuntu0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Oct 22, 2022 @ 14:23:17.492",KMdc_oMBlM6FNcp7MKN2,.ds-auditbeat-8.3.3-2022.10.22-000001,-,6cce263b-5b0e-4322-8663-38b70011c77d,c2be3c5be205,4592a6e2-23ee-40e7-be4b-f7037f88c17d,c2be3c5be205,auditbeat,8.3.3,8.0.0,-,existing_package,package,package,1edd6c25-e171-4d5c-9e1b-f79bb9a742f6,state,system,info,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x86_64,TRUE,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,5.4.0-131-generic,Ubuntu,Ubuntu,ubuntu,linux,22.04.1 LTS (Jammy Jellyfish),Package dmsetup (2:1.02.175-2.1ubuntu4) is already installed,(empty),Linux Kernel Device Mapper userspace library,dmsetup,https://sourceware.org/lvm2/,273,dpkg,2:1.02.175-2.1ubuntu4,-,-,-,-,-,-,-,-,-,-,-,-,-,system,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,amd64,9hyM3+pwYj22C4pH,dmsetup,273,Linux Kernel Device Mapper userspace library,https://sourceware.org/lvm2/,2:1.02.175-2.1ubuntu4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Oct 22, 2022 @ 14:23:17.492",Kcdc_oMBlM6FNcp7MKN2,.ds-auditbeat-8.3.3-2022.10.22-000001,-,6cce263b-5b0e-4322-8663-38b70011c77d,c2be3c5be205,4592a6e2-23ee-40e7-be4b-f7037f88c17d,c2be3c5be205,auditbeat,8.3.3,8.0.0,-,existing_package,package,package,1edd6c25-e171-4d5c-9e1b-f79bb9a742f6,state,system,info,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x86_64,TRUE,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,5.4.0-131-generic,Ubuntu,Ubuntu,ubuntu,linux,22.04.1 LTS (Jammy Jellyfish),Package dpkg (1.21.1ubuntu2.1) is already installed,(empty),Debian package management system,dpkg,https://wiki.debian.org/Teams/Dpkg,6733,dpkg,1.21.1ubuntu2.1,-,-,-,-,-,-,-,-,-,-,-,-,-,system,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,amd64,CEWlLfHMg418cbai,dpkg,"6,733",Debian package management system,https://wiki.debian.org/Teams/Dpkg,1.21.1ubuntu2.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Oct 22, 2022 @ 14:23:17.492",Ksdc_oMBlM6FNcp7MKN2,.ds-auditbeat-8.3.3-2022.10.22-000001,-,6cce263b-5b0e-4322-8663-38b70011c77d,c2be3c5be205,4592a6e2-23ee-40e7-be4b-f7037f88c17d,c2be3c5be205,auditbeat,8.3.3,8.0.0,-,existing_package,package,package,1edd6c25-e171-4d5c-9e1b-f79bb9a742f6,state,system,info,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x86_64,TRUE,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,5.4.0-131-generic,Ubuntu,Ubuntu,ubuntu,linux,22.04.1 LTS (Jammy Jellyfish),Package e2fsprogs (1.46.5-2ubuntu1.1) is already installed,(empty),ext2/ext3/ext4 file system utilities,e2fsprogs,http://e2fsprogs.sourceforge.net,1516,dpkg,1.46.5-2ubuntu1.1,-,-,-,-,-,-,-,-,-,-,-,-,-,system,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,amd64,ABitX6hVXfQ8INRr,e2fsprogs,"1,516",ext2/ext3/ext4 file system utilities,http://e2fsprogs.sourceforge.net,1.46.5-2ubuntu1.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Oct 22, 2022 @ 14:23:17.492",K8dc_oMBlM6FNcp7MKN2,.ds-auditbeat-8.3.3-2022.10.22-000001,-,6cce263b-5b0e-4322-8663-38b70011c77d,c2be3c5be205,4592a6e2-23ee-40e7-be4b-f7037f88c17d,c2be3c5be205,auditbeat,8.3.3,8.0.0,-,existing_package,package,package,1edd6c25-e171-4d5c-9e1b-f79bb9a742f6,state,system,info,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x86_64,TRUE,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,5.4.0-131-generic,Ubuntu,Ubuntu,ubuntu,linux,22.04.1 LTS (Jammy Jellyfish),Package filebeat (8.4.3) is already installed,(empty),Filebeat sends log files to Logstash or directly to Elasticsearch.,filebeat,https://www.elastic.co/beats/filebeat,268726,dpkg,8.4.3,-,-,-,-,-,-,-,-,-,-,-,-,-,system,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,amd64,DEM4+Y/IwCR/O2u2,filebeat,"268,726",Filebeat sends log files to Logstash or directly to Elasticsearch.,https://www.elastic.co/beats/filebeat,8.4.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Oct 22, 2022 @ 14:23:17.492",LMdc_oMBlM6FNcp7MKN2,.ds-auditbeat-8.3.3-2022.10.22-000001,-,6cce263b-5b0e-4322-8663-38b70011c77d,c2be3c5be205,4592a6e2-23ee-40e7-be4b-f7037f88c17d,c2be3c5be205,auditbeat,8.3.3,8.0.0,-,existing_package,package,package,1edd6c25-e171-4d5c-9e1b-f79bb9a742f6,state,system,info,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x86_64,TRUE,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,5.4.0-131-generic,Ubuntu,Ubuntu,ubuntu,linux,22.04.1 LTS (Jammy Jellyfish),Package findutils (4.8.0-1ubuntu3) is already installed,(empty),"utilities for finding files--find, xargs",findutils,https://savannah.gnu.org/projects/findutils/,620,dpkg,4.8.0-1ubuntu3,-,-,-,-,-,-,-,-,-,-,-,-,-,system,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,amd64,SWw2GtdKN1FZqxWx,findutils,620,"utilities for finding files--find, xargs",https://savannah.gnu.org/projects/findutils/,4.8.0-1ubuntu3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Oct 22, 2022 @ 14:23:17.492",Lcdc_oMBlM6FNcp7MKN2,.ds-auditbeat-8.3.3-2022.10.22-000001,-,6cce263b-5b0e-4322-8663-38b70011c77d,c2be3c5be205,4592a6e2-23ee-40e7-be4b-f7037f88c17d,c2be3c5be205,auditbeat,8.3.3,8.0.0,-,existing_package,package,package,1edd6c25-e171-4d5c-9e1b-f79bb9a742f6,state,system,info,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x86_64,TRUE,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,5.4.0-131-generic,Ubuntu,Ubuntu,ubuntu,linux,22.04.1 LTS (Jammy Jellyfish),Package gcc-12-base (12.1.0-2ubuntu1~22.04) is already installed,(empty),"GCC, the GNU Compiler Collection (base package)",gcc-12-base,http://gcc.gnu.org/,266,dpkg,12.1.0-2ubuntu1~22.04,-,-,-,-,-,-,-,-,-,-,-,-,-,system,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,amd64,N+/nFFcWwNnL4q1T,gcc-12-base,266,"GCC, the GNU Compiler Collection (base package)",http://gcc.gnu.org/,12.1.0-2ubuntu1~22.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Oct 22, 2022 @ 14:23:17.492",Lsdc_oMBlM6FNcp7MKN2,.ds-auditbeat-8.3.3-2022.10.22-000001,-,6cce263b-5b0e-4322-8663-38b70011c77d,c2be3c5be205,4592a6e2-23ee-40e7-be4b-f7037f88c17d,c2be3c5be205,auditbeat,8.3.3,8.0.0,-,existing_package,package,package,1edd6c25-e171-4d5c-9e1b-f79bb9a742f6,state,system,info,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x86_64,TRUE,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,5.4.0-131-generic,Ubuntu,Ubuntu,ubuntu,linux,22.04.1 LTS (Jammy Jellyfish),Package gir1.2-glib-2.0 (1.72.0-1) is already installed,(empty),"Introspection data for GLib, GObject, Gio and GModule",gir1.2-glib-2.0,https://wiki.gnome.org/GObjectIntrospection,677,dpkg,1.72.0-1,-,-,-,-,-,-,-,-,-,-,-,-,-,system,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,amd64,pzayczrFQ8D2eblL,gir1.2-glib-2.0,677,"Introspection data for GLib, GObject, Gio and GModule",https://wiki.gnome.org/GObjectIntrospection,1.72.0-1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Oct 22, 2022 @ 14:23:17.492",L8dc_oMBlM6FNcp7MKN2,.ds-auditbeat-8.3.3-2022.10.22-000001,-,6cce263b-5b0e-4322-8663-38b70011c77d,c2be3c5be205,4592a6e2-23ee-40e7-be4b-f7037f88c17d,c2be3c5be205,auditbeat,8.3.3,8.0.0,-,existing_package,package,package,1edd6c25-e171-4d5c-9e1b-f79bb9a742f6,state,system,info,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x86_64,TRUE,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,5.4.0-131-generic,Ubuntu,Ubuntu,ubuntu,linux,22.04.1 LTS (Jammy Jellyfish),Package gpgv (2.2.27-3ubuntu2.1) is already installed,(empty),GNU privacy guard - signature verification tool,gpgv,https://www.gnupg.org/,324,dpkg,2.2.27-3ubuntu2.1,-,-,-,-,-,-,-,-,-,-,-,-,-,system,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,amd64,lm1qpKn5idSGg4nY,gpgv,324,GNU privacy guard - signature verification tool,https://www.gnupg.org/,2.2.27-3ubuntu2.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Oct 22, 2022 @ 14:23:17.492",MMdc_oMBlM6FNcp7MKN2,.ds-auditbeat-8.3.3-2022.10.22-000001,-,6cce263b-5b0e-4322-8663-38b70011c77d,c2be3c5be205,4592a6e2-23ee-40e7-be4b-f7037f88c17d,c2be3c5be205,auditbeat,8.3.3,8.0.0,-,existing_package,package,package,1edd6c25-e171-4d5c-9e1b-f79bb9a742f6,state,system,info,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x86_64,TRUE,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,5.4.0-131-generic,Ubuntu,Ubuntu,ubuntu,linux,22.04.1 LTS (Jammy Jellyfish),Package grep (3.7-1build1) is already installed,(empty),"GNU grep, egrep and fgrep",grep,https://www.gnu.org/software/grep/,496,dpkg,3.7-1build1,-,-,-,-,-,-,-,-,-,-,-,-,-,system,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,amd64,qcN8s+RU28TsZFG8,grep,496,"GNU grep, egrep and fgrep",https://www.gnu.org/software/grep/,3.7-1build1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Oct 22, 2022 @ 14:23:17.492",Mcdc_oMBlM6FNcp7MKN2,.ds-auditbeat-8.3.3-2022.10.22-000001,-,6cce263b-5b0e-4322-8663-38b70011c77d,c2be3c5be205,4592a6e2-23ee-40e7-be4b-f7037f88c17d,c2be3c5be205,auditbeat,8.3.3,8.0.0,-,existing_package,package,package,1edd6c25-e171-4d5c-9e1b-f79bb9a742f6,state,system,info,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x86_64,TRUE,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,5.4.0-131-generic,Ubuntu,Ubuntu,ubuntu,linux,22.04.1 LTS (Jammy Jellyfish),Package gzip (1.10-4ubuntu4.1) is already installed,(empty),GNU compression utilities,gzip,https://www.gnu.org/software/gzip/,240,dpkg,1.10-4ubuntu4.1,-,-,-,-,-,-,-,-,-,-,-,-,-,system,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,amd64,yqFBKDm8gbUPGnrZ,gzip,240,GNU compression utilities,https://www.gnu.org/software/gzip/,1.10-4ubuntu4.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Oct 22, 2022 @ 14:23:17.492",Msdc_oMBlM6FNcp7MKN2,.ds-auditbeat-8.3.3-2022.10.22-000001,-,6cce263b-5b0e-4322-8663-38b70011c77d,c2be3c5be205,4592a6e2-23ee-40e7-be4b-f7037f88c17d,c2be3c5be205,auditbeat,8.3.3,8.0.0,-,existing_package,package,package,1edd6c25-e171-4d5c-9e1b-f79bb9a742f6,state,system,info,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x86_64,TRUE,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,5.4.0-131-generic,Ubuntu,Ubuntu,ubuntu,linux,22.04.1 LTS (Jammy Jellyfish),Package hostname (3.23ubuntu2) is already installed,(empty),utility to set/show the host name or domain name,hostname,-,51,dpkg,3.23ubuntu2,-,-,-,-,-,-,-,-,-,-,-,-,-,system,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,amd64,ZwF5ct39eJdCahQG,hostname,51,utility to set/show the host name or domain name,-,3.23ubuntu2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Oct 22, 2022 @ 14:23:17.492",M8dc_oMBlM6FNcp7MKN2,.ds-auditbeat-8.3.3-2022.10.22-000001,-,6cce263b-5b0e-4322-8663-38b70011c77d,c2be3c5be205,4592a6e2-23ee-40e7-be4b-f7037f88c17d,c2be3c5be205,auditbeat,8.3.3,8.0.0,-,existing_package,package,package,1edd6c25-e171-4d5c-9e1b-f79bb9a742f6,state,system,info,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x86_64,TRUE,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,5.4.0-131-generic,Ubuntu,Ubuntu,ubuntu,linux,22.04.1 LTS (Jammy Jellyfish),Package init-system-helpers (1.62) is already installed,(empty),helper tools for all init systems,init-system-helpers,-,133,dpkg,1.62,-,-,-,-,-,-,-,-,-,-,-,-,-,system,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,all,RkHHTFuuU3CTPuEP,init-system-helpers,133,helper tools for all init systems,-,1.62,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Oct 22, 2022 @ 14:23:17.492",NMdc_oMBlM6FNcp7MKN2,.ds-auditbeat-8.3.3-2022.10.22-000001,-,6cce263b-5b0e-4322-8663-38b70011c77d,c2be3c5be205,4592a6e2-23ee-40e7-be4b-f7037f88c17d,c2be3c5be205,auditbeat,8.3.3,8.0.0,-,existing_package,package,package,1edd6c25-e171-4d5c-9e1b-f79bb9a742f6,state,system,info,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x86_64,TRUE,c2be3c5be205,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",c2be3c5be205,jammy,debian,5.4.0-131-generic,Ubuntu,Ubuntu,ubuntu,linux,22.04.1 LTS (Jammy Jellyfish),Package iputils-ping (3:20211215-1) is already installed,(empty),Tools to test the reachability of network hosts,iputils-ping,https://github.com/iputils/iputils/,113,dpkg,3:20211215-1,-,-,-,-,-,-,-,-,-,-,-,-,-,system,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,amd64,#NAME?,iputils-ping,113,Tools to test the reachability of network hosts,https://github.com/iputils/iputils/,3:20211215-1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
