@timestamp,file.mtime,event.action,file.path,file.owner,related.user
"Oct 22, 2022 @ 13:41:33.480","Oct 22, 2022 @ 13:15:47.000","updated, attributes_modified",/etc/gshadow-,root,-
"Oct 22, 2022 @ 13:41:33.479","Oct 22, 2022 @ 13:41:33.469","updated, attributes_modified",/etc/group,root,-
"Oct 22, 2022 @ 13:41:33.478",-,moved,/etc/group+,-,-
"Oct 22, 2022 @ 13:41:33.475","Oct 22, 2022 @ 13:41:33.465","updated, attributes_modified",/etc/shadow,root,-
"Oct 22, 2022 @ 13:41:33.475","Oct 22, 2022 @ 13:15:47.000","updated, attributes_modified",/etc/group-,root,-
"Oct 22, 2022 @ 13:41:33.474",-,moved,/etc/shadow+,-,-
"Oct 22, 2022 @ 13:41:33.469","Oct 22, 2022 @ 13:15:48.000","updated, attributes_modified",/etc/shadow-,root,-
"Oct 22, 2022 @ 13:41:33.467","Oct 22, 2022 @ 13:41:33.457","updated, attributes_modified",/etc/passwd,root,-
"Oct 22, 2022 @ 13:41:33.465",-,created,/etc/passwd+,-,-
"Oct 22, 2022 @ 13:41:33.465",-,moved,/etc/passwd+,-,-
"Oct 22, 2022 @ 13:41:33.462","Oct 22, 2022 @ 13:15:47.000",attributes_modified,/etc/passwd-,root,-
"Oct 22, 2022 @ 13:41:33.459","Oct 22, 2022 @ 13:41:33.457","updated, attributes_modified",/etc/passwd-,root,-
"Oct 22, 2022 @ 13:41:33.415","Oct 22, 2022 @ 13:41:33.413",created,/etc/shadow.lock,root,-
"Oct 22, 2022 @ 13:41:33.415",-,deleted,/etc/shadow.627,-,-
"Oct 22, 2022 @ 13:41:33.414",-,deleted,/etc/subuid.627,-,-
"Oct 22, 2022 @ 13:41:33.414","Oct 22, 2022 @ 13:41:33.409",created,/etc/subgid.lock,root,-
"Oct 22, 2022 @ 13:41:33.414",-,deleted,/etc/subgid.627,-,-
"Oct 22, 2022 @ 13:41:33.413","Oct 22, 2022 @ 13:41:33.409",created,/etc/subuid.lock,root,-
"Oct 22, 2022 @ 13:41:33.412","Oct 22, 2022 @ 13:41:33.409",created,/etc/gshadow.lock,root,-
"Oct 22, 2022 @ 13:41:33.412",-,deleted,/etc/gshadow.627,-,-
"Oct 22, 2022 @ 13:41:33.411",-,deleted,/etc/group.627,-,-
"Oct 22, 2022 @ 13:41:33.410","Oct 22, 2022 @ 13:41:33.409",created,/etc/group.lock,root,-
"Oct 22, 2022 @ 13:41:33.409","Oct 22, 2022 @ 13:41:33.405",created,/etc/passwd.lock,root,-
"Oct 22, 2022 @ 13:41:33.409",-,deleted,/etc/passwd.627,-,-
"Oct 22, 2022 @ 13:41:19.315",-,process_stopped,-,-,-
"Oct 22, 2022 @ 13:41:09.316",-,process_started,-,-,-
"Oct 22, 2022 @ 13:36:27.389","Oct 22, 2022 @ 13:36:27.384",created,/usr/bin/service.sh,root,-
"Oct 22, 2022 @ 13:36:19.315",-,process_stopped,-,-,-
"Oct 22, 2022 @ 13:36:09.316",-,process_started,-,-,-
"Oct 22, 2022 @ 13:34:02.570",-,user_login,-,-,adam
"Oct 22, 2022 @ 13:32:33.950",-,host,-,-,-
"Oct 22, 2022 @ 13:32:33.465","Oct 22, 2022 @ 13:29:55.793",attributes_modified,/etc/mtab,root,-
"Oct 22, 2022 @ 13:31:15.733",-,user_login,-,-,vagrant
"Oct 22, 2022 @ 13:30:54.391",-,host,-,-,-
